Precision,Recall,F1 Score,Test Precision,Test Recall,Test F1,Number of examples,Margin,Clauses,Specificity,Accumulation,Max_included_literals,,,,,,,,,,
0.845513769,0.181089389,0.296539316,0.752132368,0.129510321,0.220933364,250,500,99,11.25,5,19,,,,,,,,,,
0.883329214,0.324134188,0.472833127,0.632711505,0.174213313,0.27307303,250,500,99,11.25,27,3,,,,,,,,,,
0.886807512,0.279287107,0.423520729,0.685203545,0.118662245,0.202002199,250,500,99,11.25,27,11,,,,,,,,,,
0.891974342,0.251306567,0.388493036,0.683407621,0.095636128,0.167709113,250,500,99,11.25,27,19,,,,,,,,,,
0.860049677,0.397487993,0.542093105,0.670799442,0.169632396,0.270707215,250,500,99,11.25,49,3,,,,,,,,,,
0.910378664,0.361674637,0.516218101,0.579750568,0.128257597,0.209106681,250,500,99,11.25,49,11,,,,,,,,,,
0.908669657,0.30159056,0.449987127,0.629533321,0.122473492,0.204602582,250,500,99,11.25,49,19,,,,,,,,,,
0.811887,0.111892566,0.196234629,0.671015884,0.079099256,0.141472907,250,500,99,20,5,3,,,,,,,,,,
0.871889427,0.092443547,0.165850909,0.701166514,0.055073518,0.102114756,250,500,99,20,5,11,,,,,,,,,,
0.85453551,0.093119257,0.167203097,0.742630581,0.05675841,0.105332317,250,500,99,20,5,19,,,,,,,,,,
0.911856562,0.252475015,0.391196901,0.67593844,0.078193339,0.139874949,250,500,99,20,27,3,,,,,,,,,,
0.916668087,0.212456546,0.338941538,0.643060914,0.061683484,0.112523174,250,500,99,20,27,11,,,,,,,,,,
0.909550518,0.172564576,0.286829002,0.712339778,0.047978288,0.089839787,250,500,99,20,27,19,,,,,,,,,,
0.916615645,0.344451586,0.498334329,0.682707047,0.124824665,0.210468036,250,500,99,20,49,3,,,,,,,,,,
0.930297194,0.311554712,0.464156502,0.68176493,0.098571596,0.172077198,250,500,99,20,49,11,,,,,,,,,,
0.907435666,0.230623735,0.363272851,0.670252033,0.053973064,0.09969911,250,500,99,20,49,19,,,,,,,,,,
0.878919909,0.563955655,0.686996002,0.858148199,0.537861945,0.661175728,625,50,15,2.5,5,3,,,,,,,,,,
0.885673517,0.474880464,0.617638128,0.85610702,0.475854648,0.611669219,625,50,15,2.5,5,11,,,,,,,,,,
0.896894823,0.540057117,0.673931993,0.875095432,0.536793698,0.665351398,625,50,15,2.5,5,19,,,,,,,,,,
0.773199213,0.495684542,0.604001135,0.599991456,0.28482604,0.386246466,625,50,15,2.5,27,3,,,,,,,,,,
0.842116504,0.572302127,0.680494053,0.585775922,0.372698128,0.455391712,625,50,15,2.5,27,11,,,,,,,,,,
0.839801137,0.57087524,0.678940522,0.715007315,0.451934713,0.553659907,625,50,15,2.5,27,19,,,,,,,,,,
0.871261973,0.575211842,0.692199891,0.546473728,0.221189371,0.313775967,625,50,15,2.5,49,3,,,,,,,,,,
0.847985865,0.504522654,0.630350513,0.701802996,0.28384742,0.403983697,625,50,15,2.5,49,11,,,,,,,,,,
0.865838497,0.615932524,0.71911408,0.694827905,0.261972481,0.37855155,625,50,15,2.5,49,19,,,,,,,,,,
0.771447629,0.174491783,0.284448273,0.773830541,0.138962342,0.235465854,625,50,15,11.25,5,3,,,,,,,,,,
0.827583525,0.168981445,0.2788002,0.695131625,0.091917049,0.162234241,625,50,15,11.25,5,11,,,,,,,,,,
0.855534281,0.181948708,0.297822045,0.747655683,0.144107577,0.241066723,625,50,15,11.25,5,19,,,,,,,,,,
0.910851225,0.321829763,0.472953876,0.608524002,0.161900057,0.254622614,625,50,15,11.25,27,3,,,,,,,,,,
0.941333915,0.332888506,0.490496923,0.723187097,0.149968329,0.248203725,625,50,15,11.25,27,11,,,,,,,,,,
0.903889101,0.340618704,0.49314167,0.547807012,0.109143754,0.180973219,625,50,15,11.25,27,19,,,,,,,,,,
0.944435211,0.396062294,0.554228583,0.82254861,0.101882007,0.180416093,625,50,15,11.25,49,3,,,,,,,,,,
0.928689385,0.372796426,0.524827485,0.448965429,0.089076976,0.148607539,625,50,15,11.25,49,11,,,,,,,,,,
0.954360021,0.395426037,0.555165713,0.734554649,0.091581135,0.16165408,625,50,15,11.25,49,19,,,,,,,,,,
0.794899946,0.076424765,0.138023518,0.713084244,0.034281884,0.065298713,625,50,15,20,5,3,,,,,,,,,,
0.893557431,0.094813748,0.17002964,0.636714869,0.024842735,0.047678816,625,50,15,20,5,11,,,,,,,,,,
0.942367276,0.067807966,0.124695759,0.822375439,0.032688983,0.06271,625,50,15,20,5,19,,,,,,,,,,
0.950736225,0.221077313,0.355102542,0.704217846,0.099869918,0.174386375,625,50,15,20,27,3,,,,,,,,,,
0.895548128,0.251380835,0.388808132,0.665251057,0.084281195,0.147498908,625,50,15,20,27,11,,,,,,,,,,
0.927488905,0.260995101,0.404803125,0.685589887,0.064254695,0.117304706,625,50,15,20,27,19,,,,,,,,,,
0.968827672,0.327515318,0.486634229,0.683955623,0.101415153,0.176497283,625,50,15,20,49,3,,,,,,,,,,
0.940316767,0.279450436,0.422391989,0.488008143,0.016491064,0.031883586,625,50,15,20,49,11,,,,,,,,,,
0.934307873,0.315559806,0.466442963,0.560866774,0.086529462,0.146729962,625,50,15,20,49,19,,,,,,,,,,
0.83097826,0.371016582,0.512137009,0.813769045,0.35504404,0.494292828,625,50,57,2.5,5,3,,,,,,,,,,
0.875850442,0.45290204,0.596085244,0.821419234,0.453569318,0.584299942,625,50,57,2.5,5,11,,,,,,,,,,
0.874385793,0.400642687,0.548562165,0.84988685,0.410066423,0.553103437,625,50,57,2.5,5,19,,,,,,,,,,
0.820559363,0.423691093,0.55665731,0.694241573,0.304519129,0.423161713,625,50,57,2.5,27,3,,,,,,,,,,
0.861790623,0.499964208,0.632590716,0.786528542,0.392733205,0.523800889,625,50,57,2.5,27,11,,,,,,,,,,
0.858414082,0.493064261,0.625303796,0.742497628,0.362995611,0.487566904,625,50,57,2.5,27,19,,,,,,,,,,
0.847357639,0.526849047,0.649371195,0.723308995,0.357403019,0.478366442,625,50,57,2.5,49,3,,,,,,,,,,
0.820746105,0.535767325,0.647901378,0.682986697,0.362030344,0.473208201,625,50,57,2.5,49,11,,,,,,,,,,
0.846389864,0.538955144,0.657610514,0.7504813,0.359308073,0.485863767,625,50,57,2.5,49,19,,,,,,,,,,
0.745575781,0.091166837,0.161442694,0.701333423,0.048015025,0.089824911,625,50,57,11.25,5,3,,,,,,,,,,
0.807474508,0.112199291,0.195157259,0.689262011,0.070214284,0.127288075,625,50,57,11.25,5,11,,,,,,,,,,
0.74657429,0.101342611,0.177306197,0.587823389,0.066796899,0.119720602,625,50,57,11.25,5,19,,,,,,,,,,
0.884434258,0.250723134,0.389082578,0.700859858,0.11746034,0.201042123,625,50,57,11.25,27,3,,,,,,,,,,
0.840359707,0.246324368,0.378565359,0.574518959,0.098263252,0.167672651,625,50,57,11.25,27,11,,,,,,,,,,
0.909832116,0.257998446,0.399928228,0.729593158,0.135857006,0.22901134,625,50,57,11.25,27,19,,,,,,,,,,
0.934692216,0.375348209,0.534223111,0.475596293,0.092529987,0.154788888,625,50,57,11.25,49,3,,,,,,,,,,
0.921519927,0.332404542,0.48518809,0.626256928,0.103338376,0.177208352,625,50,57,11.25,49,11,,,,,,,,,,
0.925504214,0.367882727,0.52325011,0.605480197,0.119893509,0.199896261,625,50,57,11.25,49,19,,,,,,,,,,
0.837004452,0.108319047,0.191470254,0.660050474,0.068771011,0.124007087,625,50,57,20,5,3,,,,,,,,,,
0.809816694,0.058777811,0.108782735,0.574905915,0.035791466,0.067370668,625,50,57,20,5,11,,,,,,,,,,
0.824225422,0.091565338,0.164476676,0.666217188,0.05244476,0.09710997,625,50,57,20,5,19,,,,,,,,,,
0.920803045,0.239394881,0.376932867,0.615213829,0.084169505,0.147971434,625,50,57,20,27,3,,,,,,,,,,
0.902621135,0.222015803,0.353475394,0.642331454,0.092537698,0.161538918,625,50,57,20,27,11,,,,,,,,,,
0.907345585,0.228873671,0.362744135,0.697423735,0.095629136,0.168157935,625,50,57,20,27,19,,,,,,,,,,
0.942610387,0.328391814,0.485360578,0.654485781,0.108770689,0.186213955,625,50,57,20,49,3,,,,,,,,,,
0.931205659,0.279164139,0.428122012,0.649313052,0.097112783,0.168661692,625,50,57,20,49,11,,,,,,,,,,
0.945214389,0.254493621,0.396329582,0.666119172,0.07018897,0.126495051,625,50,57,20,49,19,,,,,,,,,,
0.82829088,0.381439219,0.52165165,0.778197683,0.372908307,0.504192285,625,50,99,2.5,5,3,,,,,,,,,,
0.819607522,0.424099481,0.558499322,0.788281612,0.403682452,0.533926978,625,50,99,2.5,5,11,,,,,,,,,,
0.8338614,0.382904106,0.523968053,0.807097676,0.389664058,0.52557131,625,50,99,2.5,5,19,,,,,,,,,,
0.770823472,0.457914177,0.573995694,0.619067547,0.297283428,0.401556372,625,50,99,2.5,27,3,,,,,,,,,,
0.819977594,0.443183684,0.574850596,0.725858225,0.317670983,0.44174632,625,50,99,2.5,27,11,,,,,,,,,,
0.819119818,0.423446746,0.557256295,0.745756727,0.320146595,0.447920012,625,50,99,2.5,27,19,,,,,,,,,,
0.787174929,0.523169292,0.62802633,0.622610165,0.315896883,0.418972586,625,50,99,2.5,49,3,,,,,,,,,,
0.810561009,0.512546799,0.627710992,0.660270368,0.336411519,0.445679058,625,50,99,2.5,49,11,,,,,,,,,,
0.83800504,0.52013927,0.640694039,0.720653518,0.334545871,0.456873347,625,50,99,2.5,49,19,,,,,,,,,,
0.811841756,0.113883749,0.199420418,0.68852584,0.085844997,0.152623962,625,50,99,11.25,5,3,,,,,,,,,,
0.748109512,0.147395505,0.245613262,0.687955145,0.109197559,0.18823425,625,50,99,11.25,5,11,,,,,,,,,,
0.734207971,0.10741742,0.18529218,0.63252963,0.059057493,0.107518374,625,50,99,11.25,5,19,,,,,,,,,,
0.898800975,0.249049705,0.389202867,0.613531528,0.102758604,0.175865965,625,50,99,11.25,27,3,,,,,,,,,,
0.891146596,0.246111308,0.384714326,0.689510251,0.114235826,0.195978199,625,50,99,11.25,27,11,,,,,,,,,,
0.883202285,0.262656644,0.403389925,0.673695947,0.114057066,0.195075344,625,50,99,11.25,27,19,,,,,,,,,,
0.919016965,0.285687747,0.433171677,0.617241341,0.122811178,0.204757102,625,50,99,11.25,49,3,,,,,,,,,,
0.927293056,0.304543426,0.456117367,0.670150527,0.120491673,0.203936321,625,50,99,11.25,49,11,,,,,,,,,,
0.931923185,0.315354094,0.469076468,0.62341253,0.101387102,0.174281285,625,50,99,11.25,49,19,,,,,,,,,,
0.764050236,0.071830592,0.130221164,0.65262013,0.040625658,0.076012094,625,50,99,20,5,3,,,,,,,,,,
0.787695924,0.09723098,0.172652061,0.663879238,0.064381717,0.117285031,625,50,99,20,5,11,,,,,,,,,,
0.813219203,0.15379333,0.258234812,0.672370397,0.110670972,0.189091755,625,50,99,20,5,19,,,,,,,,,,
0.935332749,0.201998612,0.329994607,0.61400837,0.077013167,0.13683792,625,50,99,20,27,3,,,,,,,,,,
0.936784251,0.194143552,0.319282488,0.741083294,0.065010233,0.119500729,625,50,99,20,27,11,,,,,,,,,,
0.879744657,0.18871717,0.309295421,0.578119141,0.076786241,0.135503174,625,50,99,20,27,19,,,,,,,,,,
0.964363627,0.267640846,0.415563777,0.597160885,0.064215526,0.115808557,625,50,99,20,49,3,,,,,,,,,,
0.946829254,0.256207875,0.400448334,0.695498663,0.076239391,0.137379308,625,50,99,20,49,11,,,,,,,,,,
0.929444511,0.25619819,0.398477307,0.665391479,0.062581811,0.114303496,625,50,99,20,49,19,,,,,,,,,,
0.891089419,0.581315054,0.703209772,0.863232505,0.565687093,0.683437589,625,275,15,2.5,5,3,,,,,,,,,,
0.87735516,0.459714145,0.601514064,0.84863145,0.452307565,0.589733079,625,275,15,2.5,5,11,,,,,,,,,,
0.891308514,0.49271445,0.633854569,0.865860762,0.487938684,0.624125556,625,275,15,2.5,5,19,,,,,,,,,,
0.824037402,0.589391901,0.686359249,0.71343966,0.40456151,0.516142775,625,275,15,2.5,27,3,,,,,,,,,,
0.845580245,0.512397506,0.636559091,0.71568168,0.358309051,0.477046389,625,275,15,2.5,27,11,,,,,,,,,,
0.883756147,0.495825745,0.632540693,0.824453007,0.416100678,0.552571657,625,275,15,2.5,27,19,,,,,,,,,,
0.856959576,0.571919675,0.683781572,0.696786867,0.338625955,0.45481568,625,275,15,2.5,49,3,,,,,,,,,,
0.875059948,0.5683735,0.688099532,0.648802306,0.315340285,0.424230366,625,275,15,2.5,49,11,,,,,,,,,,
0.86599814,0.548472632,0.670958777,0.624152363,0.289047657,0.394837156,625,275,15,2.5,49,19,,,,,,,,,,
0.862357084,0.203093009,0.326684484,0.672037508,0.135407657,0.224586637,625,275,15,11.25,5,3,,,,,,,,,,
0.859283449,0.182349751,0.299306086,0.747813304,0.130323452,0.221928039,625,275,15,11.25,5,11,,,,,,,,,,
0.880059067,0.19217801,0.314843701,0.773264577,0.108198179,0.189814633,625,275,15,11.25,5,19,,,,,,,,,,
0.905408304,0.29010351,0.4371999,0.690307751,0.139056673,0.231345415,625,275,15,11.25,27,3,,,,,,,,,,
0.88394407,0.262091694,0.399163296,0.605026347,0.0770505,0.136505786,625,275,15,11.25,27,11,,,,,,,,,,
0.88763444,0.296343872,0.434499267,0.657369284,0.12491079,0.209743518,625,275,15,11.25,27,19,,,,,,,,,,
0.906701614,0.407415022,0.555076507,0.626526862,0.127137343,0.211308761,625,275,15,11.25,49,3,,,,,,,,,,
0.933322136,0.345250076,0.498077572,0.627323672,0.122702764,0.205198,625,275,15,11.25,49,11,,,,,,,,,,
0.91717999,0.370259884,0.525003497,0.669266784,0.102463992,0.177497089,625,275,15,11.25,49,19,,,,,,,,,,
0.820490024,0.106431269,0.185800858,0.631019641,0.06590376,0.118754908,625,275,15,20,5,3,,,,,,,,,,
0.745053402,0.097699877,0.169728294,0.424568036,0.021556437,0.041008,625,275,15,20,5,11,,,,,,,,,,
0.907644693,0.119765318,0.209506546,0.810026042,0.069182781,0.127431941,625,275,15,20,5,19,,,,,,,,,,
0.958400604,0.259448604,0.405878803,0.926273595,0.111808299,0.199336858,625,275,15,20,27,3,,,,,,,,,,
0.917208359,0.211435763,0.335461771,0.784757837,0.043513263,0.082217863,625,275,15,20,27,11,,,,,,,,,,
0.930160566,0.198834577,0.322266168,0.635423739,0.040610651,0.076039106,625,275,15,20,27,19,,,,,,,,,,
0.950437498,0.359384365,0.51531797,0.586133607,0.05569771,0.101366287,625,275,15,20,49,3,,,,,,,,,,
0.9294353,0.346003,0.500489649,0.740229713,0.09079908,0.161487945,625,275,15,20,49,11,,,,,,,,,,
0.962281372,0.240777624,0.380515813,0.783682699,0.068046682,0.124949435,625,275,15,20,49,19,,,,,,,,,,
0.78940041,0.496513329,0.607409346,0.797727416,0.464398425,0.586572039,625,275,57,2.5,5,3,,,,,,,,,,
0.810215684,0.494748368,0.612938313,0.780786574,0.482210343,0.596136418,625,275,57,2.5,5,11,,,,,,,,,,
0.844785777,0.477406792,0.609050128,0.812898867,0.479283335,0.60281099,625,275,57,2.5,5,19,,,,,,,,,,
0.757184401,0.548046857,0.635564267,0.632049125,0.399915914,0.489833846,625,275,57,2.5,27,3,,,,,,,,,,
0.793709467,0.481554517,0.599114359,0.703073626,0.329271871,0.44798863,625,275,57,2.5,27,11,,,,,,,,,,
0.889594717,0.473006683,0.616205536,0.784393315,0.339761847,0.474106059,625,275,57,2.5,27,19,,,,,,,,,,
0.811741226,0.599682786,0.689141692,0.652183503,0.359772207,0.463501076,625,275,57,2.5,49,3,,,,,,,,,,
0.831571574,0.562636539,0.67000414,0.694147458,0.353629402,0.468307169,625,275,57,2.5,49,11,,,,,,,,,,
0.849281947,0.509595018,0.635741672,0.727201543,0.307035538,0.431703196,625,275,57,2.5,49,19,,,,,,,,,,
0.829699718,0.153480483,0.258024179,0.707911997,0.113562126,0.195563724,625,275,57,11.25,5,3,,,,,,,,,,
0.860370148,0.158888057,0.265985234,0.773992346,0.128678078,0.220556565,625,275,57,11.25,5,11,,,,,,,,,,
0.872056323,0.183812805,0.302441683,0.781064682,0.158051767,0.262855881,625,275,57,11.25,5,19,,,,,,,,,,
0.899053008,0.313350733,0.463526137,0.638323956,0.163737721,0.260577576,625,275,57,11.25,27,3,,,,,,,,,,
0.879625737,0.26671402,0.407285899,0.705955833,0.130535271,0.220310815,625,275,57,11.25,27,11,,,,,,,,,,
0.897557413,0.250424203,0.390000598,0.767744957,0.126667619,0.217280124,625,275,57,11.25,27,19,,,,,,,,,,
0.915588986,0.402258825,0.556568275,0.650821049,0.18267687,0.28487325,625,275,57,11.25,49,3,,,,,,,,,,
0.927228008,0.367119851,0.524602494,0.713637101,0.122462607,0.208663807,625,275,57,11.25,49,11,,,,,,,,,,
0.92031899,0.336250778,0.489716396,0.708333982,0.141265972,0.235517921,625,275,57,11.25,49,19,,,,,,,,,,
0.83803583,0.132152139,0.227540424,0.706681563,0.100097399,0.175071728,625,275,57,20,5,3,,,,,,,,,,
0.886054503,0.104996049,0.187137138,0.719206139,0.071627681,0.130212301,625,275,57,20,5,11,,,,,,,,,,
0.878970077,0.102830724,0.183348051,0.746281367,0.0790199,0.142831371,625,275,57,20,5,19,,,,,,,,,,
0.885606632,0.269457037,0.411062274,0.594392024,0.111795034,0.188182523,625,275,57,20,27,3,,,,,,,,,,
0.889332941,0.241705934,0.377381632,0.7168681,0.101331561,0.177388077,625,275,57,20,27,11,,,,,,,,,,
0.920785576,0.192065772,0.314103645,0.611291447,0.062222989,0.112902575,625,275,57,20,27,19,,,,,,,,,,
0.948757522,0.381232523,0.542649004,0.655767978,0.140506353,0.230555494,625,275,57,20,49,3,,,,,,,,,,
0.933813521,0.289016857,0.43767552,0.571489151,0.081508405,0.142314087,625,275,57,20,49,11,,,,,,,,,,
0.943007189,0.246685751,0.388609755,0.682034827,0.063831528,0.115749778,625,275,57,20,49,19,,,,,,,,,,
0.79051487,0.457208023,0.578701171,0.747748442,0.431275129,0.546946102,625,275,99,2.5,5,3,,,,,,,,,,
0.821508071,0.435963585,0.568627265,0.793822548,0.437716088,0.564203554,625,275,99,2.5,5,11,,,,,,,,,,
0.80400759,0.462266477,0.586002083,0.774257133,0.444415981,0.564395014,625,275,99,2.5,5,19,,,,,,,,,,
0.798591419,0.486067324,0.60361599,0.69334946,0.35298179,0.467606876,625,275,99,2.5,27,3,,,,,,,,,,
0.833275781,0.460186823,0.591711167,0.750564525,0.356535777,0.483414087,625,275,99,2.5,27,11,,,,,,,,,,
0.83016494,0.431771331,0.566873389,0.73867746,0.313152442,0.439755247,625,275,99,2.5,27,19,,,,,,,,,,
0.795679798,0.564654226,0.660213658,0.633926502,0.342770712,0.444895569,625,275,99,2.5,49,3,,,,,,,,,,
0.821508853,0.527024606,0.64073882,0.698166408,0.315083583,0.434151493,625,275,99,2.5,49,11,,,,,,,,,,
0.84197144,0.544589574,0.660442135,0.720921314,0.360853892,0.480911453,625,275,99,2.5,49,19,,,,,,,,,,
0.837217152,0.141781483,0.240903712,0.703429966,0.099836485,0.174732453,625,275,99,11.25,5,3,,,,,,,,,,
0.817274427,0.170939785,0.281472129,0.707739607,0.137941938,0.230865782,625,275,99,11.25,5,11,,,,,,,,,,
0.830316934,0.166024533,0.274879909,0.745285784,0.142850546,0.239637072,625,275,99,11.25,5,19,,,,,,,,,,
0.860773972,0.29864931,0.442094691,0.637580304,0.144681918,0.235811159,625,275,99,11.25,27,3,,,,,,,,,,
0.904107056,0.270335111,0.414029698,0.710362121,0.119534527,0.204572056,625,275,99,11.25,27,11,,,,,,,,,,
0.878293298,0.235170257,0.368301122,0.685902191,0.111829596,0.192288492,625,275,99,11.25,27,19,,,,,,,,,,
0.921822427,0.389950913,0.546202434,0.697267028,0.166256381,0.268297914,625,275,99,11.25,49,3,,,,,,,,,,
0.895272703,0.3479521,0.499152897,0.677790535,0.134224999,0.223800771,625,275,99,11.25,49,11,,,,,,,,,,
0.906987589,0.32636334,0.478239558,0.743856414,0.145984015,0.243800686,625,275,99,11.25,49,19,,,,,,,,,,
0.821080708,0.09951713,0.176714496,0.703191775,0.067495712,0.12305044,625,275,99,20,5,3,,,,,,,,,,
0.848161219,0.11434325,0.200438384,0.732105416,0.085501128,0.153112435,625,275,99,20,5,11,,,,,,,,,,
0.872470251,0.115167932,0.203037401,0.720034714,0.081143333,0.145822645,625,275,99,20,5,19,,,,,,,,,,
0.887693694,0.240927542,0.378023971,0.668268384,0.107370893,0.184466368,625,275,99,20,27,3,,,,,,,,,,
0.894625109,0.209333229,0.337204895,0.637414763,0.09184083,0.160389352,625,275,99,20,27,11,,,,,,,,,,
0.917786665,0.185362839,0.305849072,0.737183155,0.064398629,0.118416753,625,275,99,20,27,19,,,,,,,,,,
0.930597093,0.324044013,0.478265525,0.732266609,0.093783993,0.166156317,625,275,99,20,49,3,,,,,,,,,,
0.933765997,0.263713408,0.408138944,0.658988699,0.070030388,0.126315062,625,275,99,20,49,11,,,,,,,,,,
0.92775933,0.265666519,0.409525244,0.757966422,0.079194712,0.143211521,625,275,99,20,49,19,,,,,,,,,,
0.83019422,0.47032058,0.597391348,0.81647306,0.460983379,0.588858245,625,500,15,2.5,5,3,,,,,,,,,,
0.737291066,0.450592455,0.5590929,0.712026451,0.431173958,0.536506217,625,500,15,2.5,5,11,,,,,,,,,,
0.857793151,0.428818942,0.569541943,0.834387222,0.434036848,0.570814857,625,500,15,2.5,5,19,,,,,,,,,,
0.848431799,0.587819669,0.694240356,0.708372772,0.380698743,0.494952145,625,500,15,2.5,27,3,,,,,,,,,,
0.859420226,0.50320742,0.631745993,0.754474171,0.380921946,0.505695107,625,500,15,2.5,27,11,,,,,,,,,,
0.88019833,0.563190616,0.68572766,0.824082114,0.497190348,0.619789908,625,500,15,2.5,27,19,,,,,,,,,,
0.868220203,0.564534567,0.683684879,0.676050693,0.325095157,0.439002691,625,500,15,2.5,49,3,,,,,,,,,,
0.876446216,0.595678248,0.706040785,0.708953552,0.300265895,0.421827314,625,500,15,2.5,49,11,,,,,,,,,,
0.902601779,0.51997934,0.656995985,0.719493914,0.277117917,0.399846413,625,500,15,2.5,49,19,,,,,,,,,,
0.850196395,0.295398454,0.436774111,0.732454769,0.255060157,0.375935108,625,500,15,11.25,5,3,,,,,,,,,,
0.80830802,0.169464089,0.278431348,0.688056897,0.110778266,0.19018446,625,500,15,11.25,5,11,,,,,,,,,,
0.884083015,0.174750336,0.290934518,0.690878466,0.123689139,0.209397475,625,500,15,11.25,5,19,,,,,,,,,,
0.906277265,0.303403842,0.447875714,0.567754662,0.087924777,0.151175966,625,500,15,11.25,27,3,,,,,,,,,,
0.870809745,0.296077402,0.44039425,0.643972259,0.111079273,0.189163429,625,500,15,11.25,27,11,,,,,,,,,,
0.923951012,0.273736362,0.411304993,0.657977137,0.1122524,0.191535743,625,500,15,11.25,27,19,,,,,,,,,,
0.954222109,0.434807771,0.594533665,0.720900301,0.089109158,0.157796654,625,500,15,11.25,49,3,,,,,,,,,,
0.924970423,0.441434863,0.595042395,0.775398573,0.245725834,0.372952575,625,500,15,11.25,49,11,,,,,,,,,,
0.943944125,0.377983413,0.536453306,0.628105666,0.097371452,0.165721295,625,500,15,11.25,49,19,,,,,,,,,,
0.881618491,0.138917658,0.23895642,0.616676691,0.090480757,0.157169466,625,500,15,20,5,3,,,,,,,,,,
0.864223926,0.139443988,0.236735215,0.675733187,0.057339502,0.10569283,625,500,15,20,5,11,,,,,,,,,,
0.942063448,0.102694702,0.182362094,0.773629142,0.054708625,0.102081418,625,500,15,20,5,19,,,,,,,,,,
0.834624395,0.259598319,0.385359149,0.663155388,0.09626036,0.167739061,625,500,15,20,27,3,,,,,,,,,,
0.928486878,0.256390936,0.398970247,0.629641872,0.066887774,0.120051629,625,500,15,20,27,11,,,,,,,,,,
0.987603317,0.201048161,0.314888772,0.631678178,0.017392706,0.033430276,625,500,15,20,27,19,,,,,,,,,,
0.95186079,0.380493501,0.537417725,0.856176785,0.074203976,0.135834564,625,500,15,20,49,3,,,,,,,,,,
0.96872509,0.293129491,0.428171931,0.657984212,0.018959921,0.036752149,625,500,15,20,49,11,,,,,,,,,,
0.923799258,0.259121208,0.403308269,0.589795378,0.05906256,0.106801312,625,500,15,20,49,19,,,,,,,,,,
0.785198921,0.416753265,0.540742257,0.754367554,0.388538992,0.511584906,625,500,57,2.5,5,3,,,,,,,,,,
0.836766441,0.463226619,0.594696885,0.813279579,0.472375873,0.597354955,625,500,57,2.5,5,11,,,,,,,,,,
0.81927406,0.484371402,0.606775112,0.796146144,0.463759106,0.585713467,625,500,57,2.5,5,19,,,,,,,,,,
0.832287757,0.531250212,0.648220331,0.704854765,0.341964898,0.460367943,625,500,57,2.5,27,3,,,,,,,,,,
0.808532444,0.499835771,0.616441024,0.738971823,0.368877043,0.492084485,625,500,57,2.5,27,11,,,,,,,,,,
0.864860486,0.482472437,0.617061068,0.789281701,0.371520291,0.505172733,625,500,57,2.5,27,19,,,,,,,,,,
0.807680452,0.582683726,0.676103023,0.680156715,0.365695324,0.475342964,625,500,57,2.5,49,3,,,,,,,,,,
0.862574095,0.588575839,0.699075691,0.718003456,0.356235107,0.476016129,625,500,57,2.5,49,11,,,,,,,,,,
0.845713966,0.557586751,0.671061819,0.695582569,0.332096751,0.449534923,625,500,57,2.5,49,19,,,,,,,,,,
0.828114741,0.21204232,0.336277264,0.729304503,0.160633202,0.263199827,625,500,57,11.25,5,3,,,,,,,,,,
0.858349631,0.17102765,0.28321066,0.757549708,0.123621848,0.212453692,625,500,57,11.25,5,11,,,,,,,,,,
0.870768218,0.185241659,0.303525883,0.786624233,0.159832093,0.265637645,625,500,57,11.25,5,19,,,,,,,,,,
0.873433107,0.31040862,0.456602181,0.61145778,0.147326108,0.237174638,625,500,57,11.25,27,3,,,,,,,,,,
0.903950668,0.257743823,0.398903449,0.71112873,0.107437623,0.186592121,625,500,57,11.25,27,11,,,,,,,,,,
0.892323337,0.264210871,0.405301243,0.68443789,0.114191179,0.195663863,625,500,57,11.25,27,19,,,,,,,,,,
0.92195339,0.4281487,0.581972897,0.617381559,0.153604255,0.24595427,625,500,57,11.25,49,3,,,,,,,,,,
0.910824066,0.408198557,0.562375875,0.711573525,0.139250436,0.232058981,625,500,57,11.25,49,11,,,,,,,,,,
0.91736664,0.321025751,0.472187718,0.753301558,0.128857209,0.219948423,625,500,57,11.25,49,19,,,,,,,,,,
0.853422515,0.107265068,0.189876661,0.689741134,0.071216271,0.128999847,625,500,57,20,5,3,,,,,,,,,,
0.853738675,0.111580264,0.19582989,0.687456425,0.064826701,0.118408772,625,500,57,20,5,11,,,,,,,,,,
0.881897488,0.100028651,0.178075246,0.7816818,0.076640493,0.139408667,625,500,57,20,5,19,,,,,,,,,,
0.881623572,0.248152148,0.384844041,0.59247515,0.096688362,0.166229859,625,500,57,20,27,3,,,,,,,,,,
0.9214997,0.194637335,0.318315355,0.699315944,0.079553938,0.142797084,625,500,57,20,27,11,,,,,,,,,,
0.922100118,0.219260149,0.350303976,0.659288024,0.081454046,0.144789061,625,500,57,20,27,19,,,,,,,,,,
0.963879338,0.341169974,0.500716054,0.602395283,0.075779566,0.134504817,625,500,57,20,49,3,,,,,,,,,,
0.92115328,0.315406467,0.466505967,0.788565393,0.109770071,0.191990676,625,500,57,20,49,11,,,,,,,,,,
0.941147223,0.26891425,0.41182058,0.747308691,0.078105904,0.141042673,625,500,57,20,49,19,,,,,,,,,,
0.765231449,0.428343718,0.546873236,0.748494927,0.389965148,0.512319228,625,500,99,2.5,5,3,,,,,,,,,,
0.797126962,0.473991608,0.593494082,0.767799546,0.466478309,0.580186038,625,500,99,2.5,5,11,,,,,,,,,,
