Precision,Recall,F1 Score,Test Precision,Test Recall,Test F1,Number of examples,Margin,Clauses,Specificity,Accumulation,Max_included_literals,,,,,,,,,,
0.807180903,0.466776736,0.589811602,0.773803563,0.448133838,0.567334485,625,500,99,2.5,5,19,,,,,,,,,,
0.794868471,0.496924885,0.61086894,0.714330308,0.353971641,0.473209123,625,500,99,2.5,27,3,,,,,,,,,,
0.826878565,0.470719926,0.598442849,0.729395713,0.344980755,0.468349602,625,500,99,2.5,27,11,,,,,,,,,,
0.836836042,0.46808811,0.599353623,0.756746018,0.355941665,0.484065531,625,500,99,2.5,27,19,,,,,,,,,,
0.780861435,0.595398584,0.675088869,0.635725812,0.375420637,0.471979038,625,500,99,2.5,49,3,,,,,,,,,,
0.840648826,0.546388441,0.660388249,0.690256994,0.352799966,0.46677872,625,500,99,2.5,49,11,,,,,,,,,,
0.832311079,0.512168859,0.632788132,0.710949982,0.303781948,0.425476485,625,500,99,2.5,49,19,,,,,,,,,,
0.82407892,0.177105614,0.290486936,0.756759472,0.137788905,0.232985378,625,500,99,11.25,5,3,,,,,,,,,,
0.862704908,0.186844821,0.305959291,0.789213812,0.152160255,0.255095196,625,500,99,11.25,5,11,,,,,,,,,,
0.84378088,0.182375604,0.299104011,0.741579933,0.149403397,0.248666381,625,500,99,11.25,5,19,,,,,,,,,,
0.884274365,0.327328572,0.476456686,0.670626447,0.169249159,0.270114755,625,500,99,11.25,27,3,,,,,,,,,,
0.871868314,0.281260415,0.423368099,0.641278176,0.135421392,0.223562824,625,500,99,11.25,27,11,,,,,,,,,,
0.883410821,0.260908422,0.400587336,0.709247198,0.1200069,0.205179409,625,500,99,11.25,27,19,,,,,,,,,,
0.923196686,0.400675653,0.556465308,0.703881507,0.171118712,0.275255722,625,500,99,11.25,49,3,,,,,,,,,,
0.903813854,0.373112788,0.526436781,0.728599849,0.157512084,0.258689698,625,500,99,11.25,49,11,,,,,,,,,,
0.892656827,0.313649318,0.461773938,0.70051534,0.117565263,0.201126642,625,500,99,11.25,49,19,,,,,,,,,,
0.814990861,0.120991899,0.209702563,0.734295141,0.078807234,0.142311719,625,500,99,20,5,3,,,,,,,,,,
0.857558497,0.10936445,0.193341286,0.748847699,0.0812194,0.146416938,625,500,99,20,5,11,,,,,,,,,,
0.858367479,0.105612098,0.186932475,0.697292867,0.066971955,0.122167443,625,500,99,20,5,19,,,,,,,,,,
0.905348291,0.27147141,0.416625139,0.629361238,0.116474156,0.196528965,625,500,99,20,27,3,,,,,,,,,,
0.92039142,0.216529451,0.348141216,0.748542896,0.084827395,0.152244663,625,500,99,20,27,11,,,,,,,,,,
0.903349008,0.194027148,0.317040384,0.644539079,0.06657025,0.120424169,625,500,99,20,27,19,,,,,,,,,,
0.930667715,0.328720658,0.482977215,0.60262008,0.095181988,0.164272866,625,500,99,20,49,3,,,,,,,,,,
0.94346037,0.308981711,0.462259863,0.72255329,0.091058545,0.161665653,625,500,99,20,49,11,,,,,,,,,,
0.93231275,0.26843211,0.413985356,0.644977992,0.073683194,0.13210537,625,500,99,20,49,19,,,,,,,,,,
0.867514996,0.438667091,0.5817769,0.854357685,0.408115883,0.552202301,1000,50,15,2.5,5,3,,,,,,,,,,
0.932424696,0.441067602,0.597998885,0.919149297,0.428354228,0.584245808,1000,50,15,2.5,5,11,,,,,,,,,,
0.925504919,0.788120513,0.851294339,0.909507666,0.761831554,0.829016487,1000,50,15,2.5,5,19,,,,,,,,,,
0.850435803,0.582755616,0.688623137,0.70068337,0.353263686,0.467320276,1000,50,15,2.5,27,3,,,,,,,,,,
0.886322464,0.440396162,0.584473182,0.785076413,0.294896762,0.428611113,1000,50,15,2.5,27,11,,,,,,,,,,
0.849526842,0.43276387,0.571622832,0.702628897,0.243857417,0.361300439,1000,50,15,2.5,27,19,,,,,,,,,,
0.908047475,0.431661643,0.582306641,0.794650398,0.168718761,0.276946312,1000,50,15,2.5,49,3,,,,,,,,,,
0.905480141,0.559214658,0.689589714,0.783560381,0.35677076,0.489669441,1000,50,15,2.5,49,11,,,,,,,,,,
0.895725738,0.507829564,0.647548801,0.80631259,0.290183933,0.42495308,1000,50,15,2.5,49,19,,,,,,,,,,
0.842578342,0.133233337,0.228260753,0.68227014,0.076853646,0.138126256,1000,50,15,11.25,5,3,,,,,,,,,,
0.830963405,0.104405509,0.184838401,0.682806581,0.072687141,0.131332361,1000,50,15,11.25,5,11,,,,,,,,,,
0.878406535,0.156054964,0.264328277,0.794342664,0.104697072,0.184507664,1000,50,15,11.25,5,19,,,,,,,,,,
0.943522936,0.258893306,0.39895944,0.516108489,0.05778762,0.102944877,1000,50,15,11.25,27,3,,,,,,,,,,
0.869583315,0.356395745,0.504796851,0.659379687,0.188704121,0.293331402,1000,50,15,11.25,27,11,,,,,,,,,,
0.925466991,0.265718059,0.409839274,0.771161725,0.120339512,0.207948699,1000,50,15,11.25,27,19,,,,,,,,,,
0.924538417,0.397790684,0.555234319,0.590643515,0.126949999,0.208658649,1000,50,15,11.25,49,3,,,,,,,,,,
0.958241359,0.384905764,0.545594361,0.631629992,0.173853757,0.272179438,1000,50,15,11.25,49,11,,,,,,,,,,
0.962774888,0.347492169,0.503637778,0.67247586,0.062994589,0.114857276,1000,50,15,11.25,49,19,,,,,,,,,,
0.828985836,0.125350641,0.217459832,0.566691409,0.090266512,0.155152046,1000,50,15,20,5,3,,,,,,,,,,
0.824840594,0.061611787,0.113792056,0.704100314,0.037338897,0.070900605,1000,50,15,20,5,11,,,,,,,,,,
0.895458093,0.201526036,0.328676903,0.792730247,0.164406017,0.271501013,1000,50,15,20,5,19,,,,,,,,,,
0.810393426,0.18919728,0.304702366,0.534601791,0.106410923,0.177341009,1000,50,15,20,27,3,,,,,,,,,,
0.923064773,0.240810402,0.379821604,0.792899978,0.103722273,0.183174786,1000,50,15,20,27,11,,,,,,,,,,
0.927776679,0.184730641,0.299415103,0.541120696,0.051886484,0.094365985,1000,50,15,20,27,19,,,,,,,,,,
0.958495044,0.313266172,0.467587378,0.490704258,0.065934576,0.115976096,1000,50,15,20,49,3,,,,,,,,,,
0.887233264,0.344842999,0.491440092,0.725325095,0.153007114,0.251836611,1000,50,15,20,49,11,,,,,,,,,,
0.980054647,0.325901783,0.483173893,0.652974903,0.109377267,0.186333318,1000,50,15,20,49,19,,,,,,,,,,
0.864137352,0.428907746,0.57264131,0.834395866,0.412360572,0.551896555,1000,50,57,2.5,5,3,,,,,,,,,,
0.877767505,0.42852813,0.575587757,0.860828293,0.448148342,0.589382664,1000,50,57,2.5,5,11,,,,,,,,,,
0.874656088,0.446750686,0.590693136,0.84884425,0.444762787,0.583636812,1000,50,57,2.5,5,19,,,,,,,,,,
0.8438086,0.45132406,0.586347654,0.724373916,0.297080174,0.420310911,1000,50,57,2.5,27,3,,,,,,,,,,
0.830805913,0.464258706,0.595047128,0.734022296,0.333751871,0.458804873,1000,50,57,2.5,27,11,,,,,,,,,,
0.864736542,0.486275098,0.621758182,0.76147673,0.381221024,0.507700871,1000,50,57,2.5,27,19,,,,,,,,,,
0.816654251,0.480958717,0.604547522,0.647020686,0.307036586,0.416258007,1000,50,57,2.5,49,3,,,,,,,,,,
0.838496352,0.468892249,0.600925004,0.672081672,0.294772055,0.409791993,1000,50,57,2.5,49,11,,,,,,,,,,
0.881294625,0.501454513,0.63801374,0.76202348,0.32253827,0.453107838,1000,50,57,2.5,49,19,,,,,,,,,,
0.865861725,0.12008914,0.210739382,0.72342362,0.073130962,0.13282423,1000,50,57,11.25,5,3,,,,,,,,,,
0.854827455,0.100420558,0.178805085,0.749411871,0.071030011,0.129683554,1000,50,57,11.25,5,11,,,,,,,,,,
0.798266631,0.1062444,0.186010634,0.708808756,0.069486469,0.126490872,1000,50,57,11.25,5,19,,,,,,,,,,
0.89009558,0.296537983,0.443778178,0.569882688,0.122926667,0.202160876,1000,50,57,11.25,27,3,,,,,,,,,,
0.88393935,0.323779226,0.473011732,0.673596803,0.158179528,0.255928276,1000,50,57,11.25,27,11,,,,,,,,,,
0.926949071,0.275892767,0.422065481,0.754187074,0.117883775,0.203698441,1000,50,57,11.25,27,19,,,,,,,,,,
0.966855104,0.354093745,0.515013541,0.688609715,0.107644548,0.186009175,1000,50,57,11.25,49,3,,,,,,,,,,
0.961658341,0.340721153,0.499757745,0.727518037,0.13538474,0.228242403,1000,50,57,11.25,49,11,,,,,,,,,,
0.940210504,0.405131152,0.56496798,0.762910393,0.13459194,0.228767109,1000,50,57,11.25,49,19,,,,,,,,,,
0.842536542,0.078210317,0.142753002,0.633608389,0.046145711,0.085852868,1000,50,57,20,5,3,,,,,,,,,,
0.82175136,0.077798096,0.140991307,0.612926283,0.03995638,0.075011184,1000,50,57,20,5,11,,,,,,,,,,
0.87104479,0.148207877,0.253197024,0.740327856,0.109391176,0.190167795,1000,50,57,20,5,19,,,,,,,,,,
0.941260243,0.234654724,0.373475036,0.497880443,0.073652025,0.128299454,1000,50,57,20,27,3,,,,,,,,,,
0.914032956,0.223435717,0.356178891,0.625961388,0.075201772,0.134230748,1000,50,57,20,27,11,,,,,,,,,,
0.909644004,0.221571171,0.352978359,0.718598405,0.094890881,0.167600515,1000,50,57,20,27,19,,,,,,,,,,
0.942530591,0.285138277,0.432846945,0.65765022,0.061231458,0.111993463,1000,50,57,20,49,3,,,,,,,,,,
0.953833378,0.323050149,0.479110178,0.739604671,0.100273278,0.176502277,1000,50,57,20,49,11,,,,,,,,,,
0.930952374,0.311152363,0.463418666,0.7073657,0.12511031,0.212494027,1000,50,57,20,49,19,,,,,,,,,,
0.828655897,0.502676112,0.625264588,0.802557497,0.503126665,0.618493989,1000,50,99,2.5,5,3,,,,,,,,,,
0.82103446,0.415947936,0.551260418,0.779471189,0.400777646,0.529338124,1000,50,99,2.5,5,11,,,,,,,,,,
0.824168921,0.422464731,0.556739564,0.805240365,0.415356381,0.547673467,1000,50,99,2.5,5,19,,,,,,,,,,
0.804872204,0.42033923,0.551473601,0.693788261,0.302476127,0.4211481,1000,50,99,2.5,27,3,,,,,,,,,,
0.866106868,0.433379633,0.576954319,0.769429733,0.314244752,0.446131513,1000,50,99,2.5,27,11,,,,,,,,,,
0.826667728,0.400319405,0.538686109,0.746511295,0.289122058,0.416698761,1000,50,99,2.5,27,19,,,,,,,,,,
0.797133085,0.493237684,0.609105561,0.608969291,0.271806165,0.37572481,1000,50,99,2.5,49,3,,,,,,,,,,
0.838192758,0.501365077,0.626141271,0.706046691,0.340474369,0.459201544,1000,50,99,2.5,49,11,,,,,,,,,,
0.805620281,0.517049152,0.62926485,0.642569909,0.324348055,0.430895532,1000,50,99,2.5,49,19,,,,,,,,,,
0.794781792,0.129771984,0.222232665,0.629490283,0.099835739,0.17231466,1000,50,99,11.25,5,3,,,,,,,,,,
0.752019286,0.162789641,0.267544629,0.711954724,0.144088152,0.239346479,1000,50,99,11.25,5,11,,,,,,,,,,
0.802584451,0.144182618,0.244033818,0.718938237,0.107465233,0.186962437,1000,50,99,11.25,5,19,,,,,,,,,,
0.88660926,0.277856675,0.421847366,0.62945427,0.119274935,0.200336142,1000,50,99,11.25,27,3,,,,,,,,,,
0.90466067,0.249557129,0.389710284,0.669486069,0.10004946,0.174016492,1000,50,99,11.25,27,11,,,,,,,,,,
0.908184264,0.259575883,0.402562033,0.764337296,0.116937158,0.202713416,1000,50,99,11.25,27,19,,,,,,,,,,
0.937232355,0.330306246,0.485757394,0.714045298,0.097046133,0.170611943,1000,50,99,11.25,49,3,,,,,,,,,,
0.919886623,0.335975222,0.490343903,0.645778193,0.120938294,0.203428649,1000,50,99,11.25,49,11,,,,,,,,,,
0.929418991,0.314536727,0.467987984,0.567981774,0.099508932,0.169118339,1000,50,99,11.25,49,19,,,,,,,,,,
0.838078682,0.098593018,0.176205886,0.64128899,0.065477224,0.118700092,1000,50,99,20,5,3,,,,,,,,,,
0.803226487,0.101275477,0.179743898,0.659944434,0.07149169,0.128955356,1000,50,99,20,5,11,,,,,,,,,,
0.788481939,0.048570582,0.090392527,0.60938657,0.017502243,0.033995781,1000,50,99,20,5,19,,,,,,,,,,
0.938651416,0.218298839,0.351656266,0.678809934,0.079802343,0.142632412,1000,50,99,20,27,3,,,,,,,,,,
0.916437344,0.196768946,0.321964482,0.709973806,0.077849751,0.140208552,1000,50,99,20,27,11,,,,,,,,,,
0.906182149,0.194704719,0.318846153,0.649846719,0.07815476,0.139520091,1000,50,99,20,27,19,,,,,,,,,,
0.956388139,0.293083991,0.444593536,0.629008611,0.070081,0.126007047,1000,50,99,20,49,3,,,,,,,,,,
0.944788784,0.286693322,0.435938089,0.573766021,0.071457624,0.127040439,1000,50,99,20,49,11,,,,,,,,,,
0.960565495,0.265109159,0.412918146,0.71797718,0.079812768,0.143517586,1000,50,99,20,49,19,,,,,,,,,,
0.868797023,0.705633805,0.778492615,0.848232759,0.693647547,0.762548731,1000,275,15,2.5,5,3,,,,,,,,,,
0.882041395,0.451744393,0.595535336,0.8580185,0.439273924,0.580819117,1000,275,15,2.5,5,11,,,,,,,,,,
0.814869564,0.351765,0.48632069,0.810562118,0.314297367,0.451749365,1000,275,15,2.5,5,19,,,,,,,,,,
0.761428171,0.552964302,0.639652263,0.633533883,0.356666444,0.456077648,1000,275,15,2.5,27,3,,,,,,,,,,
0.849022767,0.474836896,0.60841425,0.749545449,0.371505773,0.496386739,1000,275,15,2.5,27,11,,,,,,,,,,
0.862962461,0.513757425,0.642632293,0.773523324,0.392103468,0.520229061,1000,275,15,2.5,27,19,,,,,,,,,,
0.773378867,0.58029984,0.66280124,0.573642621,0.34651919,0.431996515,1000,275,15,2.5,49,3,,,,,,,,,,
0.862653363,0.483045535,0.617655814,0.7470103,0.361053938,0.486707282,1000,275,15,2.5,49,11,,,,,,,,,,
0.867019317,0.568329693,0.68470893,0.687291776,0.281056771,0.398860924,1000,275,15,2.5,49,19,,,,,,,,,,
0.803050941,0.210518824,0.333209969,0.722610286,0.176980034,0.284183708,1000,275,15,11.25,5,3,,,,,,,,,,
0.832351361,0.19857906,0.319366323,0.717859611,0.145149221,0.241304831,1000,275,15,11.25,5,11,,,,,,,,,,
0.864876748,0.20882104,0.336093642,0.774890383,0.198124653,0.315195165,1000,275,15,11.25,5,19,,,,,,,,,,
0.887028313,0.412281216,0.562717117,0.681841059,0.238951752,0.353851429,1000,275,15,11.25,27,3,,,,,,,,,,
0.918682565,0.30848863,0.45995118,0.592053915,0.10149125,0.170673115,1000,275,15,11.25,27,11,,,,,,,,,,
0.90985216,0.261588862,0.403647446,0.605798359,0.126678432,0.209130861,1000,275,15,11.25,27,19,,,,,,,,,,
0.953762257,0.391353919,0.551476732,0.662771192,0.124554486,0.208680816,1000,275,15,11.25,49,3,,,,,,,,,,
0.972356327,0.366014191,0.525058467,0.674633229,0.081725474,0.145579699,1000,275,15,11.25,49,11,,,,,,,,,,
0.922273405,0.376883487,0.530329725,0.65583163,0.12171318,0.202825147,1000,275,15,11.25,49,19,,,,,,,,,,
0.895941696,0.12064841,0.210705018,0.722692282,0.053469499,0.099529744,1000,275,15,20,5,3,,,,,,,,,,
0.8946393,0.13006956,0.223739264,0.683975656,0.046724493,0.087272308,1000,275,15,20,5,11,,,,,,,,,,
0.877831701,0.103887282,0.184351508,0.684073725,0.043627217,0.081974288,1000,275,15,20,5,19,,,,,,,,,,
0.877051353,0.249339702,0.379171973,0.565276032,0.100745764,0.170913637,1000,275,15,20,27,3,,,,,,,,,,
0.926861411,0.227902356,0.362926394,0.815228458,0.064736299,0.119480415,1000,275,15,20,27,11,,,,,,,,,,
0.936053809,0.230612466,0.364869571,0.677034116,0.037745001,0.071235664,1000,275,15,20,27,19,,,,,,,,,,
0.975968306,0.362914163,0.523844471,0.771661499,0.09904318,0.175029219,1000,275,15,20,49,3,,,,,,,,,,
0.936419284,0.326549817,0.47877632,0.815964672,0.079396684,0.144122557,1000,275,15,20,49,11,,,,,,,,,,
0.972285585,0.290807352,0.438823742,0.597872693,0.022592269,0.043529533,1000,275,15,20,49,19,,,,,,,,,,
0.826863613,0.494630985,0.617705506,0.804386066,0.46262795,0.587190347,1000,275,57,2.5,5,3,,,,,,,,,,
0.829147465,0.468888765,0.597879011,0.804136425,0.480654329,0.601612163,1000,275,57,2.5,5,11,,,,,,,,,,
0.84548429,0.481213273,0.611739471,0.82690703,0.510511372,0.631006735,1000,275,57,2.5,5,19,,,,,,,,,,
0.819798163,0.521587174,0.636965352,0.727269935,0.409808846,0.524055815,1000,275,57,2.5,27,3,,,,,,,,,,
0.866821635,0.457498055,0.598103604,0.797068953,0.348933843,0.485120388,1000,275,57,2.5,27,11,,,,,,,,,,
0.873913579,0.471223024,0.611235875,0.745833872,0.338947853,0.465955602,1000,275,57,2.5,27,19,,,,,,,,,,
0.805269023,0.558254037,0.658992033,0.630852969,0.320043147,0.424476685,1000,275,57,2.5,49,3,,,,,,,,,,
0.830718215,0.531026127,0.646955505,0.66757795,0.282601424,0.397007371,1000,275,57,2.5,49,11,,,,,,,,,,
0.852110005,0.513665973,0.640249427,0.743815309,0.341733942,0.467660915,1000,275,57,2.5,49,19,,,,,,,,,,
0.806324091,0.166250946,0.274987559,0.746413814,0.136378565,0.23060278,1000,275,57,11.25,5,3,,,,,,,,,,
0.891204657,0.184692498,0.304877114,0.816615692,0.149001151,0.251963422,1000,275,57,11.25,5,11,,,,,,,,,,
0.874356927,0.178741748,0.295561404,0.799599928,0.151817516,0.255159672,1000,275,57,11.25,5,19,,,,,,,,,,
0.916445258,0.268040123,0.411786425,0.725586218,0.110299405,0.191451473,1000,275,57,11.25,27,3,,,,,,,,,,
0.888230225,0.313151172,0.462179091,0.70400575,0.161702512,0.262719775,1000,275,57,11.25,27,11,,,,,,,,,,
0.89536599,0.265317333,0.406555072,0.749389135,0.131461719,0.22366934,1000,275,57,11.25,27,19,,,,,,,,,,
0.921369204,0.36332059,0.518732596,0.624556927,0.148559068,0.239906912,1000,275,57,11.25,49,3,,,,,,,,,,
0.923545208,0.349195579,0.504971062,0.628774871,0.130091218,0.215256866,1000,275,57,11.25,49,11,,,,,,,,,,
0.894697819,0.351507299,0.502168767,0.63934034,0.135564894,0.223519461,1000,275,57,11.25,49,19,,,,,,,,,,
0.831831645,0.094554066,0.169116894,0.700708475,0.05881207,0.108502212,1000,275,57,20,5,3,,,,,,,,,,
0.888552893,0.115004337,0.202770559,0.761256659,0.074773341,0.136165081,1000,275,57,20,5,11,,,,,,,,,,
0.87284856,0.142101666,0.243478515,0.769370516,0.104909617,0.184572134,1000,275,57,20,5,19,,,,,,,,,,
0.924901556,0.244926526,0.385588233,0.613276924,0.089911264,0.156549435,1000,275,57,20,27,3,,,,,,,,,,
0.924667365,0.254598696,0.396343366,0.690822633,0.105412828,0.182813901,1000,275,57,20,27,11,,,,,,,,,,
0.932607891,0.214149879,0.345693376,0.729670597,0.082719701,0.148570736,1000,275,57,20,27,19,,,,,,,,,,
0.943652291,0.357959551,0.517192826,0.70089457,0.114845945,0.196822728,1000,275,57,20,49,3,,,,,,,,,,
0.958836934,0.307027579,0.461025733,0.819171757,0.085021085,0.153844996,1000,275,57,20,49,11,,,,,,,,,,
0.948532627,0.298386325,0.450699452,0.727870209,0.07697268,0.138936154,1000,275,57,20,49,19,,,,,,,,,,
0.81691323,0.485126394,0.608567058,0.784393278,0.452229428,0.573476549,1000,275,99,2.5,5,3,,,,,,,,,,
0.829520377,0.434682778,0.568726282,0.805226235,0.429660432,0.560077734,1000,275,99,2.5,5,11,,,,,,,,,,
0.813450955,0.466625619,0.592217043,0.790735297,0.452315896,0.575438959,1000,275,99,2.5,5,19,,,,,,,,,,
0.785591949,0.51779383,0.623230724,0.652982765,0.353881864,0.458775188,1000,275,99,2.5,27,3,,,,,,,,,,
0.827996236,0.466721771,0.59566657,0.751261804,0.349919474,0.477389149,1000,275,99,2.5,27,11,,,,,,,,,,
0.853740414,0.457222236,0.593698014,0.786313093,0.341320899,0.475843151,1000,275,99,2.5,27,19,,,,,,,,,,
0.811621324,0.568973145,0.668238449,0.674171803,0.355641661,0.465371594,1000,275,99,2.5,49,3,,,,,,,,,,
0.827035073,0.547198608,0.65715518,0.70215856,0.347996611,0.465153894,1000,275,99,2.5,49,11,,,,,,,,,,
0.846582879,0.509823217,0.6360073,0.690559795,0.301226784,0.418964597,1000,275,99,2.5,49,19,,,,,,,,,,
0.806166361,0.143285878,0.242752258,0.696599175,0.092805393,0.163774582,1000,275,99,11.25,5,3,,,,,,,,,,
0.858924504,0.22105694,0.350911926,0.80129241,0.184753632,0.300265567,1000,275,99,11.25,5,11,,,,,,,,,,
0.870058625,0.165298948,0.277033012,0.785430378,0.138276706,0.2351515,1000,275,99,11.25,5,19,,,,,,,,,,
0.885655526,0.315653828,0.46406799,0.657596783,0.155630637,0.251612238,1000,275,99,11.25,27,3,,,,,,,,,,
0.882009379,0.291554784,0.437026761,0.700669112,0.152950031,0.251070837,1000,275,99,11.25,27,11,,,,,,,,,,
0.914127291,0.259383184,0.402815793,0.736122112,0.126455408,0.215743677,1000,275,99,11.25,27,19,,,,,,,,,,
0.914282462,0.381054573,0.536281408,0.602455763,0.149322115,0.238902805,1000,275,99,11.25,49,3,,,,,,,,,,
0.902909085,0.347544744,0.500879013,0.628181012,0.159074958,0.252832415,1000,275,99,11.25,49,11,,,,,,,,,,
0.924809293,0.321466538,0.475750869,0.707900813,0.117110314,0.200507471,1000,275,99,11.25,49,19,,,,,,,,,,
0.820500384,0.120621835,0.209509321,0.658153208,0.089607566,0.157506858,1000,275,99,20,5,3,,,,,,,,,,
0.869900779,0.111742225,0.197037912,0.765985751,0.085069177,0.153092199,1000,275,99,20,5,11,,,,,,,,,,
0.861751098,0.126868798,0.220121564,0.738684235,0.086074321,0.154176269,1000,275,99,20,5,19,,,,,,,,,,
0.920999432,0.240495379,0.379424448,0.68046852,0.094460456,0.165864698,1000,275,99,20,27,3,,,,,,,,,,
0.921192337,0.218222037,0.351591486,0.708262727,0.077627225,0.139798786,1000,275,99,20,27,11,,,,,,,,,,
0.90377963,0.219367618,0.351187594,0.729275176,0.093390984,0.165191557,1000,275,99,20,27,19,,,,,,,,,,
0.94110817,0.334213801,0.489747405,0.703533672,0.097355822,0.170994767,1000,275,99,20,49,3,,,,,,,,,,
0.936096788,0.300746637,0.453202572,0.667569019,0.105618632,0.182368696,1000,275,99,20,49,11,,,,,,,,,,
0.953462489,0.272335439,0.420936933,0.710069695,0.076931736,0.138701842,1000,275,99,20,49,19,,,,,,,,,,
0.897961729,0.486550566,0.629185954,0.869302049,0.458033193,0.599675359,1000,500,15,2.5,5,3,,,,,,,,,,
0.807268553,0.443731556,0.571868752,0.77183238,0.438878536,0.559536407,1000,500,15,2.5,5,11,,,,,,,,,,
0.848187834,0.531702572,0.653164927,0.818831038,0.537969736,0.649220442,1000,500,15,2.5,5,19,,,,,,,,,,
0.853068719,0.516740788,0.638459877,0.751803744,0.428343872,0.545040737,1000,500,15,2.5,27,3,,,,,,,,,,
0.838795844,0.550290266,0.66411139,0.76061309,0.422361023,0.542666375,1000,500,15,2.5,27,11,,,,,,,,,,
0.884056612,0.513470554,0.648726848,0.737768547,0.404068571,0.521491329,1000,500,15,2.5,27,19,,,,,,,,,,
0.88676206,0.552932035,0.679552817,0.634013584,0.212073753,0.317371132,1000,500,15,2.5,49,3,,,,,,,,,,
0.856511217,0.626514675,0.723391623,0.76110035,0.359705382,0.48833742,1000,500,15,2.5,49,11,,,,,,,,,,
0.926234656,0.473051836,0.62041224,0.692198352,0.264180449,0.382232396,1000,500,15,2.5,49,19,,,,,,,,,,
0.858480245,0.188840627,0.301454034,0.830505869,0.14195273,0.240875386,1000,500,15,11.25,5,3,,,,,,,,,,
0.812235101,0.197135643,0.314237941,0.700368786,0.148907466,0.24532435,1000,500,15,11.25,5,11,,,,,,,,,,
0.900323196,0.183838618,0.30363592,0.80313692,0.163000607,0.270941259,1000,500,15,11.25,5,19,,,,,,,,,,
0.935614007,0.292527392,0.444098961,0.736381995,0.11075377,0.192258609,1000,500,15,11.25,27,3,,,,,,,,,,
0.882107268,0.315862963,0.46257362,0.628645354,0.130177442,0.215296235,1000,500,15,11.25,27,11,,,,,,,,,,
0.881145902,0.33892547,0.488144974,0.641676012,0.16447467,0.261640511,1000,500,15,11.25,27,19,,,,,,,,,,
0.904626637,0.478613234,0.625113749,0.615650262,0.232375536,0.336119118,1000,500,15,11.25,49,3,,,,,,,,,,
0.917172855,0.37307121,0.525036008,0.671657693,0.146870509,0.240892803,1000,500,15,11.25,49,11,,,,,,,,,,
0.914487904,0.371541083,0.525144864,0.636274809,0.117821286,0.19873218,1000,500,15,11.25,49,19,,,,,,,,,,
0.875008233,0.096587025,0.170412198,0.615031877,0.024476704,0.046550703,1000,500,15,20,5,3,,,,,,,,,,
0.883173315,0.133575962,0.229749837,0.743242627,0.056251997,0.104543287,1000,500,15,20,5,11,,,,,,,,,,
0.880771403,0.090588294,0.162926252,0.761278545,0.053293292,0.099496838,1000,500,15,20,5,19,,,,,,,,,,
0.897284508,0.269358148,0.405836211,0.549572502,0.067501071,0.118999435,1000,500,15,20,27,3,,,,,,,,,,
0.874403793,0.243835163,0.377964233,0.697090012,0.087373883,0.155187274,1000,500,15,20,27,11,,,,,,,,,,
0.950693726,0.19851267,0.324989723,0.727170424,0.069156426,0.125461957,1000,500,15,20,27,19,,,,,,,,,,
0.933321208,0.361917724,0.517108394,0.383186321,0.125291751,0.188013124,1000,500,15,20,49,3,,,,,,,,,,
0.961609966,0.289290564,0.441705804,0.785562303,0.080064325,0.144752394,1000,500,15,20,49,11,,,,,,,,,,
0.961059597,0.318746309,0.472046273,0.631425538,0.038376701,0.071732558,1000,500,15,20,49,19,,,,,,,,,,
0.809209648,0.369996895,0.501987888,0.799549089,0.366672837,0.500573759,1000,500,57,2.5,5,3,,,,,,,,,,
0.85217428,0.447443387,0.585003766,0.816284456,0.444784152,0.575356726,1000,500,57,2.5,5,11,,,,,,,,,,
0.826220796,0.505637019,0.626335258,0.805403121,0.493663375,0.612082504,1000,500,57,2.5,5,19,,,,,,,,,,
0.796681338,0.528366497,0.634679156,0.688897178,0.362447939,0.474903696,1000,500,57,2.5,27,3,,,,,,,,,,
0.844757901,0.499882682,0.626222744,0.788572905,0.369930071,0.503343823,1000,500,57,2.5,27,11,,,,,,,,,,
0.834339865,0.479478044,0.60778989,0.753400938,0.338880317,0.467328773,1000,500,57,2.5,27,19,,,,,,,,,,
0.826558576,0.611937767,0.70286191,0.694805817,0.412267671,0.517396708,1000,500,57,2.5,49,3,,,,,,,,,,
0.857436198,0.541869014,0.663210213,0.71482906,0.340724779,0.46141169,1000,500,57,2.5,49,11,,,,,,,,,,
0.869344281,0.531153977,0.658223619,0.718517716,0.319952225,0.442087523,1000,500,57,2.5,49,19,,,,,,,,,,
0.83533266,0.180912061,0.296900136,0.725077261,0.144339627,0.240688347,1000,500,57,11.25,5,3,,,,,,,,,,
0.87461767,0.181077348,0.299106049,0.790297091,0.149095126,0.250833354,1000,500,57,11.25,5,11,,,,,,,,,,
0.880673239,0.20008367,0.325251617,0.793994026,0.180562733,0.294186105,1000,500,57,11.25,5,19,,,,,,,,,,
0.888683049,0.33233913,0.481881795,0.57374442,0.13299758,0.215783643,1000,500,57,11.25,27,3,,,,,,,,,,
0.914820898,0.280919321,0.42797322,0.706739481,0.146884091,0.243167237,1000,500,57,11.25,27,11,,,,,,,,,,
0.906482987,0.279560244,0.422498212,0.672455167,0.127845447,0.214843221,1000,500,57,11.25,27,19,,,,,,,,,,
0.928407135,0.423456339,0.579916881,0.630667325,0.16736485,0.264506857,1000,500,57,11.25,49,3,,,,,,,,,,
0.931769632,0.346273634,0.500870158,0.666837188,0.140766518,0.232270567,1000,500,57,11.25,49,11,,,,,,,,,,
