epoch,precision,recall,f1,test_precision,test_recall,test_f1
1.0,0.49592091335858624,0.17311864260641552,0.2658446333475287,0.47191181433725093,0.1578535453013015,0.25842116448457914
2.0,0.5283868494172272,0.3732791055904869,0.4247981432279295,0.537481528454933,0.36249981605628023,0.4216224802432455
3.0,0.5787804351302985,0.508368936690298,0.5416490989088352,0.5755945211983775,0.47852271312273575,0.5255439357607286
4.0,0.6072093737065171,0.5242505319245779,0.5560848584227548,0.5764719320280118,0.5045777380612739,0.5305072791813531
5.0,0.6092717755509778,0.5493390599587358,0.573395633911313,0.6062063691406472,0.5236563220686344,0.5553729504114239
6.0,0.6190449193057825,0.5913413276782034,0.5997230347437388,0.6195263349673408,0.5710060775553274,0.5894392345144135
7.0,0.621179490137487,0.5843539972779833,0.6080783639752336,0.5977183797199042,0.5523700133279338,0.5765251915587425
8.0,0.6212300497820845,0.5956393820581664,0.6170496947763147,0.6218190353490688,0.5668024989672065,0.5950257759417241
9.0,0.6367331891684256,0.5864411208854995,0.6047514622006721,0.602380330835928,0.5664970218495645,0.579864982988969
10.0,0.634485843779116,0.5870952954711101,0.6036450449378398,0.6109213356024122,0.5811530354975373,0.5893181201393807
11.0,0.6278335867561278,0.5912207211856186,0.6023819036689024,0.6104245459611795,0.5622569794869121,0.5788448354267857
12.0,0.6336553189688963,0.5929237093638164,0.6065221509921048,0.6166516019236907,0.5634658158854349,0.5834114255238207
13.0,0.6206596322165631,0.5762194472959784,0.5929283637751632,0.613759167793762,0.5509421798784416,0.575748028389661
14.0,0.6411894283309708,0.5873065250270255,0.6159875796365017,0.6173979045991922,0.5606245384288264,0.5927324838103619
15.0,0.6308316723484009,0.5804889384709935,0.5996813544704305,0.6044939081533739,0.559781651434488,0.5770546578235168
