epoch,precision,recall,f1,test_precision,test_recall,test_f1
1.0,0.5184589465225029,0.14573473350169325,0.22530722791096194,0.4539461692253324,0.13905312849397156,0.20995855049261067
2.0,0.5471313235989902,0.30931947877921895,0.39284307501475335,0.5339703068094965,0.2999552721537646,0.38149968512419996
3.0,0.5983151686469249,0.4109040195891996,0.4809632322571134,0.5830524475873775,0.40726952407459094,0.47419363323863034
4.0,0.6109941697734513,0.4721344405221219,0.526477769661627,0.5905164028563546,0.4693615955161058,0.5172337904439253
5.0,0.6148015414288052,0.4802241999391377,0.5324977459094312,0.5957478070707996,0.4662366782805022,0.4992364594459172
6.0,0.6490613021605178,0.48790545484391395,0.5502400146173086,0.6040479180384893,0.4792384817254685,0.528549446542109
7.0,0.6296427944591276,0.5076691357514047,0.5574846509531804,0.6291033577613532,0.48865750247340156,0.5425899139851529
8.0,0.6492105422783271,0.5036144689307289,0.5634092288114108,0.6073638683284039,0.48988858903762134,0.5344843283527692
9.0,0.6247525087935933,0.4853285192127162,0.5417381026354333,0.6149121730422573,0.4915187873957867,0.5400198731707648
10.0,0.6121948202310874,0.47739805997797247,0.5319062877986506,0.596041078971596,0.4770461199358481,0.5235968844086387
