Precision,Recall,F1 Score,Test Precision,Test Recall,Test F1,Number of examples,Margin,Clauses,Specificity,Accumulation,Max_included_literals
0.8319164753009275,0.2713852698189849,0.4077099837828449,0.6064482434877277,0.1392487687527325,0.22594790460358202,250,50,57,20.0,49,3
0.9042025013518721,0.26957364017054575,0.4097214092032615,0.637856474760199,0.13691105979630716,0.22331033760712152,250,50,57,20.0,49,11
0.911511678355247,0.28261186409530864,0.4300610888711573,0.7228713962298979,0.14300464230357016,0.23839461103158277,250,50,57,20.0,49,19
0.7416860593620567,0.3962197358918462,0.5157804299476383,0.7798811480944543,0.3906209968029717,0.5196930090213226,250,50,99,2.5,5,3
0.7970823233084307,0.3634094245200076,0.4971745104364533,0.8251870559935991,0.359586255952108,0.49855525606890727,250,50,99,2.5,5,11
0.6887419406377959,0.3490134065461777,0.4619765275716619,0.7119349030133028,0.33977428302958157,0.45888487487704394,250,50,99,2.5,5,19
0.5780587654947767,0.3724417904369444,0.4528912169904503,0.5050834394648227,0.2908460284022425,0.3690877332201763,250,50,99,2.5,27,3
0.5919476770391046,0.39409400486643037,0.47300696120728764,0.5475851244033879,0.32818459801399474,0.41014132930125397,250,50,99,2.5,27,11
0.6329211761313626,0.4271777988795225,0.5099249500632842,0.5770215966614962,0.3536696917489052,0.43838630106694204,250,50,99,2.5,27,19
0.5507808348285167,0.39147927995884596,0.4576093196632936,0.4590901355847141,0.29000558725183856,0.35524269874839626,250,50,99,2.5,49,3
0.6331536622632533,0.4454833954656375,0.5226888025531488,0.5263687602536334,0.32449802959850443,0.40145750710957784,250,50,99,2.5,49,11
0.63020523544024,0.4351228893623121,0.5142894795629884,0.4982976005100692,0.3239880161563553,0.3925070254993805,250,50,99,2.5,49,19
0.5774324742593908,0.058681258685127684,0.10345714972843707,0.6346399210462262,0.059600755775576726,0.10537646145568962,250,50,99,11.25,5,3
0.6225721868682453,0.07949302236678192,0.13901884525762914,0.6314016993296984,0.07216193004308726,0.1274032430875151,250,50,99,11.25,5,11
0.65707348574512,0.07018598352298742,0.12363262022427711,0.6107641764861411,0.0659760695138782,0.11501303924615752,250,50,99,11.25,5,19
0.6167577671601913,0.14098779923063204,0.22702004287733377,0.5001113042607984,0.08057707720223889,0.13827439112041595,250,50,99,11.25,27,3
0.7740733558141234,0.22546749616353415,0.3479776837395211,0.6363366569334392,0.158326798434988,0.2518701508337195,250,50,99,11.25,27,11
0.7721601869992454,0.2601189025347192,0.3885543909500525,0.6846210443464311,0.19169609339695495,0.2990508177294768,250,50,99,11.25,27,19
0.66010978776027,0.2191777981558696,0.3275803475282589,0.48958198371020933,0.12684098549846995,0.20022759094102052,250,50,99,11.25,49,3
0.7754123831324219,0.2900796864473952,0.42070739111309857,0.5765541692670167,0.1549390871603741,0.24367365144418074,250,50,99,11.25,49,11
0.7733590578674682,0.24947534363790372,0.3723865976773357,0.5921990595928471,0.13301328619454017,0.21633540931595902,250,50,99,11.25,49,19
0.5446699112110067,0.02047749244741612,0.039386587299869734,0.4932503663824035,0.01938066690237245,0.03718046147931378,250,50,99,20.0,5,3
0.638507825742532,0.08183992880029348,0.14378713118619224,0.6397837020350283,0.0817665428855655,0.1442982358092285,250,50,99,20.0,5,11
0.569603684671622,0.03366039121357279,0.0634061437096597,0.5377051419241226,0.024529597162467564,0.04683192180522446,250,50,99,20.0,5,19
0.70868497750038,0.16197079665786052,0.26123988670231824,0.610270787147655,0.09586097153994602,0.16436722778617782,250,50,99,20.0,27,3
0.844542747112099,0.22107408232368006,0.3493525573080584,0.6801797638369798,0.14214181523305694,0.23462413301906793,250,50,99,20.0,27,11
0.8096462355981623,0.1735366601319356,0.2832814810098266,0.7478378921832214,0.11876816691564725,0.2041983875118173,250,50,99,20.0,27,19
0.8271870495721051,0.25899553853421486,0.3935814439318678,0.5511200441194608,0.10842251744894141,0.18079861400152494,250,50,99,20.0,49,3
0.8539747004274564,0.25069186928671827,0.3862413606510534,0.6142640137647915,0.11713195791950957,0.19656433405611085,250,50,99,20.0,49,11
0.8753859599121863,0.24918862897369243,0.38592671087617864,0.7069728491182409,0.12918385439485755,0.21793384296516266,250,50,99,20.0,49,19
0.71772617943909,0.5473896835722448,0.6187647476939933,0.7147261070633859,0.5385694532262517,0.612140916830795,250,275,15,2.5,5,3
0.7306384700422766,0.4841866023974552,0.5776890284927026,0.7188607251407382,0.4803345440939372,0.5706746558401026,250,275,15,2.5,5,11
0.8045136756701944,0.503847077009742,0.6169157877093193,0.8070498344745061,0.4859927931295557,0.6033951101499638,250,275,15,2.5,5,19
0.6270661180722744,0.3923786181340842,0.48254721828354796,0.4887207971278195,0.2920052805035857,0.3654547121900723,250,275,15,2.5,27,3
0.803653887435302,0.5471162547748472,0.6502644515137196,0.7252692719278288,0.3614051398721816,0.48149742493060504,250,275,15,2.5,27,11
0.6801046485363776,0.4412242738004876,0.5338744781963674,0.5861942654295536,0.3208687944155262,0.41443007241769525,250,275,15,2.5,27,19
0.6636477112081333,0.5954585375120707,0.6271575829547584,0.5429529948257875,0.43330292927965347,0.48032007995906945,250,275,15,2.5,49,3
0.6255324944332805,0.4733043472099674,0.5372232600023502,0.5108565628769371,0.2867913253725594,0.3665071406774398,250,275,15,2.5,49,11
0.7060541430389076,0.45950241737461756,0.554437078406111,0.5002625646467228,0.25580654038685924,0.3384716789329963,250,275,15,2.5,49,19
0.769330200598219,0.10817232457134915,0.18702686309082986,0.7561936980123268,0.09494287617906819,0.16173650335025505,250,275,15,11.25,5,3
0.7918309062076748,0.18839772024934487,0.2966311516157798,0.7929958342150265,0.17951160375531264,0.2852382638836778,250,275,15,11.25,5,11
0.606423748299779,0.041305146250108345,0.07654798149160756,0.46979077461144575,0.037758108400554026,0.06909488985620814,250,275,15,11.25,5,19
0.8203846649555111,0.21836527395018265,0.34386241569689135,0.5831842143293213,0.07646093710368014,0.13435347675722867,250,275,15,11.25,27,3
0.7672998939490259,0.2596005622194779,,0.7060138071080247,0.22927667096851898,0.32925227980664845,250,275,15,11.25,27,11
0.8719128676085053,0.2790162486693867,0.4178717782394051,0.6659899835935843,0.11212737363068581,0.19171931442564424,250,275,15,11.25,27,19
0.904761715521347,0.5924796201089547,0.7149897688063725,0.8305284544534086,0.3655336938441829,0.5037748867547115,250,275,15,11.25,49,3
0.6284815132396459,0.18875102609769215,,0.38133467814733213,0.04132934019741745,,250,275,15,11.25,49,11
0.6970791525277105,0.17541269804769585,,0.5618038149531805,0.046796127922716084,,250,275,15,11.25,49,19
0.9354757819538274,0.20976151194524928,0.340573528883804,0.9230164020697372,0.20187118091389758,0.3272980918655231,250,275,15,20.0,5,3
0.7068083974714706,0.08871233415425454,,0.7045617500863695,0.17201129814865793,,250,275,15,20.0,5,11
0.5768169867461977,0.06807059789318758,,0.6407475941310397,0.07406308812143701,,250,275,15,20.0,5,19
0.8954725245210852,0.28704112308731095,0.4295972561570593,0.8017534800935006,0.2628189570425976,0.39054140256060815,250,275,15,20.0,27,3
0.9035490190929069,0.27210196437756046,0.4043298013117857,0.5991626348880644,0.09465909729931687,0.1609744118001048,250,275,15,20.0,27,11
0.9398488737031251,0.3298921114420522,0.4587486744903687,0.578394693008452,0.10842319005249,0.18218463841485463,250,275,15,20.0,27,19
0.7987508008088287,0.291233663343435,0.4129349691995082,0.5508371726818079,0.1304818301651634,0.2060126442088328,250,275,15,20.0,49,3
0.8777696483810477,0.31573475650956684,0.44885715258341286,0.43804441613968126,0.06367226321905263,,250,275,15,20.0,49,11
0.7990856673099533,0.1770263426802098,0.2886062591862922,0.6580974911779579,0.04245678028330821,0.07957804829427445,250,275,15,20.0,49,19
0.7929417359434062,0.5744911892190804,0.6647329602910286,0.796136431344456,0.5697281834037432,0.6625849568249969,250,275,57,2.5,5,3
0.6652577769085067,0.40790898730087366,0.5044237613109833,0.704749655234892,0.40144927820941007,0.5098042195244717,250,275,57,2.5,5,11
0.7396232916440922,0.49245994982156416,0.5904822502597578,0.7089385499804934,0.48140972223723427,0.5727247330432583,250,275,57,2.5,5,19
0.6036452049384072,0.43707233922787797,0.5067540526428824,0.5206935218624653,0.31937232226545015,0.395505453082866,250,275,57,2.5,27,3
0.6377898162373749,0.5245585683599391,0.5754863933961922,0.5839463083283077,0.43632878695571653,0.4992572499226517,250,275,57,2.5,27,11
0.6132607558983764,0.5397328299350943,0.5740193276628738,0.5792404165684879,0.4249788601513238,0.48995907583387316,250,275,57,2.5,27,19
0.6116039854564167,0.5040592262709189,0.5520383353636495,0.5038720650191989,0.3607381482373444,0.4201443485764431,250,275,57,2.5,49,3
0.5921408383198586,0.49018424994252324,0.5361546970810496,0.4920981841244334,0.3427243160830612,0.4036942788987512,250,275,57,2.5,49,11
0.6865315202485603,0.5105897014361432,0.5849660513400164,0.6019518817612982,0.37843670442934485,0.46430782595207504,250,275,57,2.5,49,19
0.634054942913488,0.09896507523260394,0.16622254286690077,0.5685368206851816,0.09167005433452276,0.15273048621225596,250,275,57,11.25,5,3
0.7160883525103156,0.09283051429474547,0.15874194717976273,0.6693495356850644,0.08566955244511862,0.14649878558159155,250,275,57,11.25,5,11
0.6534326599942737,0.08747848212744876,0.15267887869017585,0.6336599142218134,0.07532866678273673,0.13230177589802186,250,275,57,11.25,5,19
0.7342443569180724,0.297325440972224,0.422925858544315,0.6111634490904031,0.18775879864452286,0.2866192924763815,250,275,57,11.25,27,3
0.7853779188450832,0.2652763035188795,0.393251394311663,0.5798601327187464,0.16695272830697191,0.2587285607972889,250,275,57,11.25,27,11
0.8472776978471169,0.282743140974667,0.419220089188431,0.6304993601092165,0.1878991371036728,0.28540121372982663,250,275,57,11.25,27,19
0.7838487533023791,0.3552147249489814,0.48685136090901016,0.6426312858891794,0.18413780071833508,0.28451696517018826,250,275,57,11.25,49,3
0.8064738236008607,0.2877076124566838,0.41914739417627805,0.592104062673508,0.17031297004291718,0.2619994103234402,250,275,57,11.25,49,11
0.828205477002967,0.30759829302613734,0.44810219185248834,0.4427837125431667,0.11953197295699693,0.18797418676855804,250,275,57,11.25,49,19
0.6655994101755407,0.06114186242416822,0.11117283767934608,0.6611340390039455,0.027792078110563553,0.053280202901986824,250,275,57,20.0,5,3
0.6534865348227948,0.05931395001619833,0.10770307491834119,0.5824778455602474,0.06583458039027408,0.1143180575070652,250,275,57,20.0,5,11
0.6304917891633129,0.03413033771757117,0.06391921325064921,0.4640903560055675,0.011840903300760168,0.022987425983692963,250,275,57,20.0,5,19
0.8615683160189008,0.2971550193799499,0.4415364828264908,0.7473395636239263,0.20935336103362578,0.3257742774045888,250,275,57,20.0,27,3
0.844038006625703,0.2143687796731866,0.33161230670343794,0.5694848701430743,0.10750790775134957,0.17835687663237482,250,275,57,20.0,27,11
0.8851408902976575,0.19798082895620278,0.3193880476420348,0.604340255359199,0.11478477998313971,0.19131817423966896,250,275,57,20.0,27,19
0.9229461847851291,0.36862418629967114,0.5265728987188699,0.6853203431286751,0.18074547269146282,0.285689438355145,250,275,57,20.0,49,3
0.9460035574490846,0.36413870936803927,0.5239411920232974,0.7684773136340891,0.19217131905415652,0.30661686823709705,250,275,57,20.0,49,11
0.8846166931839728,0.31856531188267456,0.46620433736786837,0.7153172328213535,0.10972002790451975,0.18977563007501397,250,275,57,20.0,49,19
0.7250847834007712,0.41013262603960743,0.5222912363623167,0.7082923804174804,0.4030298448068013,0.5122443365790273,250,275,99,2.5,5,3
0.7465156701562443,0.46548822625679537,0.5715041118773075,0.7649290017644909,0.4613739979782148,0.573832751257256,250,275,99,2.5,5,11
0.7543492785762986,0.41105802869321234,0.5308744516815392,0.7407708824874084,0.40312194710559807,0.5209886972914127,250,275,99,2.5,5,19
0.5714298697271979,0.4261160520562763,0.487814910434642,0.5125118860844177,0.3425488732033786,0.4102829981095685,250,275,99,2.5,27,3
0.6046260291928595,0.4412755053826856,0.5094812100811086,0.5203919151454295,0.3519010191484574,0.4193976351115989,250,275,99,2.5,27,11
0.6610621898458149,0.49324122242629914,0.5640486390972439,0.554074991343134,0.41856304806414857,0.4767743974363141,250,275,99,2.5,27,19
0.5920351269355559,0.5047358016382039,0.544814448299608,0.5125723419544052,0.36877602591383063,0.42885957515962114,250,275,99,2.5,49,3
0.6248570717780241,0.4810248334933277,0.5432752267979504,0.5239321203077192,0.3360600818621811,0.40902114026983405,250,275,99,2.5,49,11
0.6440642359970116,0.5114433917017203,0.5695253041589259,0.5372573851297505,0.37534881476518717,0.4414937620940265,250,275,99,2.5,49,19
0.5865843948892612,0.06266995566994066,0.11203739456719074,0.5930464733629096,0.06038243096061773,0.10791613509523866,250,275,99,11.25,5,3
0.694394819655253,0.11666684834710055,0.19923983451964178,0.6428329489608237,0.10708410605310795,0.18307886380481306,250,275,99,11.25,5,11
0.6271917776911268,0.11385618317212899,0.18815194858669057,0.655603091794647,0.11176691980567507,0.1855763072031922,250,275,99,11.25,5,19
0.6796106166025797,0.24871644350525932,0.3630711871545762,0.5287341096006771,0.14895746340128507,0.23196894168425788,250,275,99,11.25,27,3
0.7629119618024458,0.2116426933416684,0.3291991370394664,0.5762550469216148,0.11930405452683433,0.19612399329914113,250,275,99,11.25,27,11
0.7746001179826326,0.2514935628244587,0.37669545291676987,0.6266634410342802,0.16077244284451944,0.254442785268285,250,275,99,11.25,27,19
0.8127646559001679,0.35607701920903356,0.4935096865940681,0.5938613879266411,0.20904220513812136,0.3084188794436269,250,275,99,11.25,49,3
0.7653045178757815,0.2587110000094257,0.37981380723063896,0.5391862268904255,0.10808919756241178,0.17931395774975054,250,275,99,11.25,49,11
0.8360872048143555,0.28215360867242034,0.417635784992316,0.6545939615291325,0.13940451750851288,0.22923701759515278,250,275,99,11.25,49,19
0.6039200272716827,0.0696977261257087,0.12364748358542489,0.5783407474844964,0.06422066107256102,0.11284384110438593,250,275,99,20.0,5,3
0.6804435566088785,0.04959458032712815,0.09185973029930809,0.4734618099904111,0.02883410833606199,0.05400538610571386,250,275,99,20.0,5,11
0.6564733454966826,0.031821753202056206,0.059937704935244425,0.5115232696571048,0.013850897331976838,0.026830553827678464,250,275,99,20.0,5,19
0.7898174940152954,0.19922333307567097,0.3154190264718703,0.6712787451707948,0.09415612187284247,0.16476361306010243,250,275,99,20.0,27,3
0.881756003105055,0.22383724588006276,0.35614863490322873,0.6989853529225691,0.1436310424650142,0.23532601066080733,250,275,99,20.0,27,11
0.912978463344868,0.2504255267776727,0.38822790474493335,0.7702367191130499,0.13342144907196,0.2260942213807561,250,275,99,20.0,27,19
0.7757725856540035,0.2717344451090684,0.4008525856938837,0.600659496956531,0.1642233610124905,0.25670409505980046,250,275,99,20.0,49,3
0.9238975494872463,0.22560741414885224,0.35939569494392454,0.6633982185431763,0.08155177166821387,0.14425468738687083,250,275,99,20.0,49,11
0.8896708828288912,0.2697323394992124,0.4114497249873886,0.6728693134431804,0.10186645398903785,0.17660986680497584,250,275,99,20.0,49,19
0.7325745767521566,0.6258736195822113,0.6747953228669973,0.7280555392098095,0.61791484332751,0.6682169081853332,250,500,15,2.5,5,3
0.7052718859612397,0.3495909944513769,0.4595707210996059,0.6818658675064321,0.35168626555797666,0.4548520646832169,250,500,15,2.5,5,11
0.8249397117868221,0.7329095565325218,0.7759266402965065,0.8298091797107516,0.7342361560801964,0.7788687082384306,250,500,15,2.5,5,19
0.6591752349573171,0.4913378370115339,0.562620932058128,0.5568913203989374,0.3591595425507296,0.4361769737261874,250,500,15,2.5,27,3
0.6704602651274774,0.4870607004335307,0.5633131128290866,0.5884421446525695,0.3475234101878467,0.4366366792790899,250,500,15,2.5,27,11
0.5490703827353522,0.36321968849821595,0.4348024894521076,0.5422378814134776,0.2660971531664744,0.3547688036748658,250,500,15,2.5,27,19
0.7190012843574928,0.5137927948569891,0.5967240784129313,0.604388069251153,0.36686968613195875,0.4552207110367013,250,500,15,2.5,49,3
0.6740058530422867,0.4853526635996284,0.5609760952398504,0.5018971856879603,0.32018930205660606,0.3896152814780303,250,500,15,2.5,49,11
0.6801788490883068,0.5717095413327324,0.6204331069606402,0.5561306919189827,0.418496265384984,0.47617656284128757,250,500,15,2.5,49,19
0.7725281259781883,0.025429326446426825,0.049072785653203034,0.6297931639025217,0.012557077577261851,0.02455316939372918,250,500,15,11.25,5,3
0.5321796907896331,0.13531756171201573,0.20766759357613437,0.734045329740676,0.13636554950548552,0.21707909005593579,250,500,15,11.25,5,11
0.7748631041095934,0.21716011429232787,0.3372174636656466,0.7958115901779802,0.23717285909371447,0.3633714823798886,250,500,15,11.25,5,19
0.8911366894007618,0.3284835886872189,0.4678667111324177,0.6934910843720872,0.1539762749126682,0.24301535836923616,250,500,15,11.25,27,3
0.8347795637451841,0.2228407758419038,0.3460888793175475,0.687501902829559,0.15381574267661183,0.2495863150537949,250,500,15,11.25,27,11
0.9021215915473978,0.4655179674151084,0.5994065031406266,0.8384097749468155,0.2571890681941016,0.3791169193243584,250,500,15,11.25,27,19
0.9128840784044187,0.4642050929704034,0.6138738226057493,0.6597380589077346,0.2037605013204632,0.3101354629972739,250,500,15,11.25,49,3
0.9438840750564672,0.48748357332063913,0.6415162046878897,0.782333650145905,0.2857741426820438,0.40510042135492247,250,500,15,11.25,49,11
0.904677014136658,0.3205987460164423,0.46924928814204264,0.5741998229894856,0.15543671077192978,0.24377925501347028,250,500,15,11.25,49,19
0.6309533822507307,0.03944877681586805,0.07375875337050365,0.5238562786455919,0.028316002298077125,,250,500,15,20.0,5,3
0.6782318163314248,0.02259446690172747,0.04327932055930744,0.5839579026990566,0.012045529589175118,0.02349505396949907,250,500,15,20.0,5,11
0.6683193790367891,0.046586687651669734,,0.5802515641563094,0.03273913289866939,0.061409684973188036,250,500,15,20.0,5,19
0.7147355199308654,0.20672022059697215,0.30812884773136345,0.416218481816081,0.05068163595299969,,250,500,15,20.0,27,3
0.929079850717083,0.3658148477525253,0.5191057656270618,0.8570426463971799,0.24824956480187502,0.3749669736611849,250,500,15,20.0,27,11
0.889106206024292,0.19161460787795218,0.3115191559283875,0.5382084149508011,0.033063155202253926,0.06208032408660588,250,500,15,20.0,27,19
0.9388591205756414,0.5093687953875607,0.6562160560024376,0.831170586772926,0.3204370447709621,0.45778492639293217,250,500,15,20.0,49,3
0.9424645203847262,0.36746927503406324,0.5146714232649752,0.5559320834926129,0.06790780243230908,,250,500,15,20.0,49,11
0.8135072876604533,0.36253694468930814,0.4796694654921901,0.3065551564083021,0.031851108151563605,,250,500,15,20.0,49,19
0.7936132612715437,0.5304819152023891,0.6348961392884447,0.7994157350659841,0.5228562050843222,0.6312484521456992,250,500,57,2.5,5,3
0.7594891249898101,0.5111449637142622,0.6100068181483888,0.7692843193831874,0.5127061320565088,0.614598372819662,250,500,57,2.5,5,11
0.8186019830291721,0.6059668625717111,0.6945871646129652,0.7978308066500494,0.5996653063387732,0.68329636819417,250,500,57,2.5,5,19
0.6030282635794414,0.42875976399152105,0.5006761916599274,0.5389484959409612,0.3289156788742221,0.4070326367627184,250,500,57,2.5,27,3
0.6319834050824632,0.4604642830787499,0.532305706080008,0.5272930432370923,0.35582501012656986,0.42446559375715326,250,500,57,2.5,27,11
0.6204911407143076,0.47505596260130184,0.5376149777103499,0.56048873091176,0.3776428192998678,0.4508879047069273,250,500,57,2.5,27,19
0.6057965577218913,0.48930786509967067,0.5412373723392351,0.4687946937841692,0.3550231071029069,0.40397518229562157,250,500,57,2.5,49,3
0.6750395170920714,0.5317829443109674,0.5945159726256101,0.5782766856800003,0.3592094985156784,0.4424236916767501,250,500,57,2.5,49,11
0.6092996471772196,0.5054223765060104,0.5524463373489193,0.5041857712638514,0.314900505568539,0.38659671801867435,250,500,57,2.5,49,19
0.6943436530977196,0.1994457167822902,0.30196887708021863,0.7427223905012572,0.19066064375935515,0.293007204907769,250,500,57,11.25,5,3
0.6698924051877166,0.1865862463088931,0.2909614788041426,0.7117800338714575,0.16544839031893857,0.2667910534338617,250,500,57,11.25,5,11
0.6986047116310231,0.11892764072106293,0.1993350901529598,0.7739441698214357,0.10893937268186765,0.18687843494279255,250,500,57,11.25,5,19
0.716944165764295,0.29146438036151623,0.411808158841424,0.6107728656204823,0.1995379620228266,0.29926407944783096,250,500,57,11.25,27,3
0.7781914886282302,0.2787890063531832,0.39980140327842106,0.5424743237541514,0.10936476292550244,0.17899155759152652,250,500,57,11.25,27,11
0.8442479558171978,0.3985051191992293,0.5396386144385451,0.6613667965239424,0.2630334576328765,0.3756256952916109,250,500,57,11.25,27,19
0.8254697488961579,0.38190939239116956,0.521523201651448,0.6666076070411049,0.23890800010862867,0.3513719685875844,250,500,57,11.25,49,3
0.8010365864096475,0.32722400358346526,0.4591532172759905,0.5885094887248142,0.15484443576859583,0.2430517196095635,250,500,57,11.25,49,11
