epoch,precision,recall,f1,test_precision,test_recall,test_f1
1.0,0.5141475010145473,0.2606397474874874,0.34313272281706164,0.5161022874946396,0.25049362273855136,0.33370472663493816
2.0,0.5289252950108618,0.33651492167318686,0.40754192547339885,0.4996084321807907,0.2985845591569193,0.3719133947223331
3.0,0.5500815098240361,0.35270362569163893,0.4280673980021056,0.5381112011531327,0.3311167989758039,0.40892994146948347
4.0,0.5565412237744184,0.3694365127785163,0.4419810670941883,0.5415687972756865,0.32180608445679837,0.4024668320871113
5.0,0.5529312334469405,0.3643979461650498,0.4379449918514548,0.5275750649110899,0.34311072775033075,0.41408695082642205
6.0,0.5462051463828506,0.3935967020830118,0.4554250967474773,0.5538532685911088,0.3420528946958451,0.4211866618648482
7.0,0.5613195568344655,0.3938875718641191,0.46015062944094814,0.567524034728496,0.3520168841764292,0.4313003644431449
8.0,0.5751128577046579,0.40133315000758546,0.47161104709504553,0.5661888925354637,0.3464772318926828,0.42824999901749594
9.0,0.5949108323141775,0.40114915889944947,0.47758215615388033,0.5368924878328813,0.35962385021228127,0.4293850516319968
10.0,0.560282616972424,0.4024464779622914,0.46620969773509985,0.5646250095816469,0.35431345314688,0.4340671552335257
11.0,0.5713247707051556,0.41080700325915664,0.47633925129174537,0.5400300529109365,0.37481377767311247,0.4391027918338418
12.0,0.5738669405771131,0.4109206907451329,0.47726732118926324,0.5654802608496847,0.36065153569479086,0.43799258365284965
13.0,0.5731126141460845,0.3902191646766563,0.4627152152116012,0.5541946563236946,0.33864583633558426,0.41831218053611385
14.0,0.5696216262133669,0.38957104751980653,0.46078576563913043,0.5523413285175389,0.35778013712805423,0.4317597746908244
15.0,0.545148622276175,0.3955787365612267,0.4566992532687322,0.5447971460092229,0.35043213903073966,0.425268116765315
