epoch,precision,recall,f1,test_precision,test_recall,test_f1
1,0.7907164415431815,0.4660903775016151,0.586360381038338,0.7859772316878632,0.4554963355364888,0.5766297898801669
2,0.8036588107620238,0.46329632262657816,0.5875662008045648,0.7801544218885041,0.43643961674317094,0.5595877646283384
3,0.7674354820988585,0.5243214731857926,0.6225935426559615,0.7586567934001811,0.5195957646155074,0.6164597480970546
4,0.7953584832070411,0.45028876080222985,0.5733348535353098,0.7970768165161786,0.4574895324536956,0.5793073445540677
5,0.8159201102216043,0.4700369925192181,0.5962428748217551,0.7883623038581329,0.4736289789415634,0.591269826927093
6,0.8203940027621328,0.4518920715994292,0.5826643150337969,0.8045318458224207,0.4486089891753555,0.575799518026906
7,0.805126165017829,0.49652524808355764,0.6136884498884229,0.769800664044444,0.47379617474273256,0.5863304272669289
8,0.804170677258951,0.5226427993826329,0.6334541145318585,0.801036926146159,0.5113352841939495,0.6239640020422501
9,0.8262069474325605,0.47649761492780074,0.6042779764952739,0.8057410600652887,0.4564434405552558,0.5818872525973113
10,0.800492037279291,0.47099444653378947,0.5928528234099919,0.7960341605564873,0.45484107146670505,0.5785674654793302
11,0.7854510451661891,0.5917451894528336,0.6748479272499802,0.756810600044107,0.5921453679705387,0.6643804166793474
12,0.8261189437716681,0.5031868898375743,0.6250113583897723,0.8100031378235721,0.492941392178773,0.611727857868093
13,0.7710944389233167,0.5338020398284589,0.6308339159441378,0.777977789218322,0.5210081708645025,0.6238655226813735
14,0.8319074775215028,0.5215641405909164,0.641031214759025,0.8272840304775444,0.5022146710547556,0.6249887092597328
15,0.8217381761211151,0.5079820642470126,0.6276515076568678,0.799663238815091,0.518933325963596,0.6290996349073703
1,0.8053814406855928,0.517764437479073,0.6299744958558227,0.7987671028690868,0.5093165938386096,0.6218657423836137
2,0.7806530552590787,0.4987280219433298,0.6083966893314321,0.7741517343800357,0.46399583317236165,0.5801345926900053
3,0.8153061565337246,0.4564456003489508,0.5851436682352267,0.7998897045627219,0.4319916084002383,0.5608730494657677
4,0.8046760692451407,0.46920267905770724,0.5924862254889784,0.7913004239969488,0.45822645532342665,0.5803392114487146
5,0.7961721305970575,0.5235431386506215,0.6316795767259717,0.7710285737550635,0.514205058578941,0.6167895706912514
6,0.7860526579911914,0.4391463034639374,0.5634607478947113,0.8025716786673671,0.4409305886410424,0.5690774234758533
7,0.8170446832979733,0.4726696229891876,0.598404595247999,0.803914080304116,0.47216333112840764,0.5946569952250538
8,0.7941148719499312,0.5136895699684204,0.62380254885198,0.7728539664868966,0.5075241552638233,0.612629007031215
9,0.839095717943373,0.5475345620337816,0.6626197043967117,0.8228180661369674,0.5460044534728548,0.6563956014251083
10,0.8055793404382043,0.5034106383438495,0.61929438291515,0.7953654312290122,0.49086498669656625,0.6066312960720837
11,0.8157297263334371,0.5134701237731198,0.6300132576569613,0.7982297043552903,0.5208099711369596,0.6301151331321405
12,0.8039381153056373,0.5399645630538902,0.6459723426824553,0.7903734824176869,0.5388798223502456,0.6407998995061552
13,0.8015662808449842,0.5207321588420657,0.6312858730128017,0.7874910746745843,0.50809400312015,0.6175662018717979
14,0.7907300869874527,0.48354371837465165,0.6000514324593699,0.7706154358894275,0.4886235750858029,0.598009859088832
15,0.832762180460457,0.490629241237038,0.617381775332911,0.8104589447444024,0.46720369214681695,0.5926502348852887
1,0.8294482228538694,0.39002357258084736,0.5299318918603836,0.8221009447614179,0.3778054712616923,0.5166197127733926
2,0.8045690151957748,0.5188343072832875,0.6307488692794438,0.7830628498846826,0.5217461259625067,0.62607909647813
3,0.8219281128040835,0.4646971008129809,0.5933497000834207,0.8181424323999934,0.45461585406671556,0.5836215989140363
4,0.8213807758564992,0.4858540618501442,0.6097714296627126,0.7940594806587228,0.4649229495163357,0.5855134000301855
5,0.8241537057215167,0.486765546377289,0.6116589210294947,0.8135186272018611,0.48753962431062536,0.6083795990296157
6,0.8230300152459245,0.4923052077480129,0.6157824414898269,0.8053361769808213,0.4858623437941281,0.6055646114268182
7,0.8220844840740178,0.5150374496377149,0.6328878090256418,0.7968606040199796,0.4954925449554336,0.6105789624690597
8,0.7912612426803411,0.49906267651302516,0.6117295597549737,0.7759669319210167,0.48175407741183757,0.5932786227231726
9,0.8267706164562911,0.40771408222793604,0.5458147326590381,0.8087585468482587,0.3988466672912307,0.5334030928474582
10,0.815078458556829,0.4818976207867715,0.605388577735041,0.811512238099805,0.48383598903358394,0.6053980524114925
11,0.8077707272864665,0.48914943615424844,0.6092536330361021,0.791053677640176,0.48932085718886886,0.6044444036895303
12,0.8078935648786875,0.4502698913028871,0.5781852018026715,0.8190137651554472,0.4364729986562087,0.5690382385437901
13,0.7985075500236403,0.49086390716520756,0.607956819041512,0.7737202690446642,0.4716104861564793,0.5860043884568743
14,0.7997620499691284,0.4855214915958446,0.6040424444445985,0.8050224866401823,0.47920620300617234,0.600124574871189
15,0.7949619486327191,0.4984418032561052,0.6123670143974232,0.7879010103092166,0.48488497173498235,0.5995858463951238
1,0.7774670571642159,0.4568788298465628,0.5753197564488912,0.7687199118432124,0.45514173387179885,0.5714041409279573
2,0.791157491951016,0.4651279049519458,0.5855406900062544,0.7758334870385911,0.4569459156489268,0.574527952178512
3,0.7748905607666097,0.48687921022334013,0.5978476530881788,0.751456413195928,0.47512655508061163,0.5815617349490296
4,0.7839480021127145,0.4981730096656545,0.6090330824868178,0.7780325184911978,0.4766355584601129,0.5907165103407287
5,0.8077478586721918,0.4980814567972295,0.6159674534891548,0.8012708340206862,0.49485607517799374,0.6114284039066844
6,0.7941174996850504,0.45306064250621947,0.5768491838669245,0.7915701752128865,0.4726717229927829,0.5915093069402897
7,0.804521791699916,0.4835122472928581,0.6033558055340877,0.8025140423868595,0.5102464162902589,0.623524065184731
8,0.7902711383441678,0.4967013039981653,0.6098110591016914,0.7953318453346067,0.5040569817077628,0.6167204117579492
9,0.817595865185711,0.45440310443027465,0.584069377236118,0.8142570365380791,0.44595577326832636,0.5758109406120977
10,0.800586458646196,0.485057403891195,0.6038294890299831,0.7992281411929166,0.48888294800270965,0.6061529071506548
11,0.8234381554407235,0.457510787475871,0.5881545926633811,0.8257157736120664,0.4679465696581495,0.5969751963907883
12,0.8078613428036918,0.46862092788273174,0.5929786038149348,0.8081029864973239,0.46431946804629876,0.5891923531441781
13,0.8025063130045433,0.44135636561168956,0.5692086618236725,0.8136112524069589,0.4522670093557212,0.5805991492787715
14,0.8063418754401592,0.4771812561406227,0.5991542197897842,0.7905777835620595,0.4781367379410494,0.5953114025198118
15,0.8276928464604882,0.46430458587212675,0.5944890986155604,0.8185860426304103,0.48272336856224485,0.6065424277310907
1,0.7741374029482326,0.4678368800147866,0.5831827265452912,0.7640560743313157,0.4691956253324664,0.581126580086506
2,0.8300364204242883,0.41494504842706953,0.5531935107203563,0.8238639420799737,0.4008674682782883,0.5390606890504406
3,0.8164590736518879,0.48809063160100036,0.6107166707973128,0.7919258572634311,0.49648485462584374,0.609660629806059
4,0.8043216736083021,0.4997199227589517,0.6163336978277181,0.808354118308295,0.49941449726489723,0.616935081180433
5,0.8157657835621785,0.4561249955891175,0.5847744444553611,0.8007479931134343,0.4688077909849026,0.5909194505242182
6,0.8187214190815928,0.41165214877507716,0.5476714905491452,0.7946243924787108,0.40731987400431413,0.53816694251315
7,0.7782622413995065,0.5353299062703355,0.6337641942069452,0.791888385019923,0.5550490448510264,0.6522100223913723
8,0.8488872591911312,0.4221068870168222,0.5633489215480345,0.8131321850973684,0.3960312595693952,0.5321206661272484
9,0.8132578498355547,0.4733314041939386,0.5980049022570612,0.7990150836256784,0.4713587460484022,0.5921556440096489
10,0.802446092581517,0.5139963604622855,0.6263194513216266,0.7906715098626826,0.49672301702048405,0.6093698419749531
11,0.8171840704036744,0.4728649365749195,0.5988253996009423,0.8215152582588248,0.4709797763787744,0.5982558174264834
12,0.8270884851602691,0.5036588380308666,0.6255818743085945,0.8027749691349516,0.49189133964678816,0.6096058670273404
13,0.8252930840813033,0.48852571074472717,0.6135359132277483,0.8265632329257275,0.47092790413108965,0.5996966149729612
14,0.8131851431123248,0.5009520775030432,0.6196043770413704,0.8050186734735079,0.500305369156615,0.61632125040925
15,0.8146307726828754,0.5307897059553269,0.6424101401494273,0.789807911968632,0.5208111777882729,0.6272256963981312
