epoch,precision,recall,f1,test_precision,test_recall,test_f1
1,0.44137534372880555,0.09174561314223492,0.15042403031666768,0.575276366677885,0.09374120358827598,0.15846514086021316
2,0.464397851166945,0.1768228790435819,0.24852015408865755,0.5937643814041611,0.1830742267715395,0.2648617806525704
3,0.559087757996996,0.4708761145447887,0.5074068359720579,0.5654256775582077,0.464422689193149,0.5077920154229625
4,0.6776909339716658,0.5200079262718588,0.5831460167622169,0.578934409038123,0.5363385460019242,0.5537240881258609
5,0.6971241986196521,0.5698604753942828,0.6249314512650395,0.6873857118412208,0.5649596105903137,0.6144789078295143
6,0.6279661722840254,0.4988530126220456,0.5532537214035058,0.6157571838211977,0.4983997800623633,0.54623701440075
7,0.7008399940827819,0.5702872001416108,0.6248734152820294,0.6605689535413369,0.5605660727126448,0.6001410951770829
8,0.6279776903582698,0.5445953171572574,0.5762410264150789,0.6276204172401055,0.5579240036237443,0.5882014545053451
9,0.6690807617737968,0.5841241405298223,0.6174972569512157,0.6341119373644349,0.5775893416793176,0.5996408022614312
10,0.6404555805825635,0.5121257630525216,0.5648557060624185,0.6125016938796854,0.5063582993789864,0.5463361047546825
